lang	category	byte_premium	1000mb_scaled_mb	1000mb_tokens	100mb_scaled_mb	100mb_tokens	10mb_scaled_mb	10mb_tokens	5mb_scaled_mb	5mb_tokens	full_scaled_mb	full_tokens	proportions
eus_latn	1000mb	1.059583723	1000.000307	209921536	100.0016447	20982784	10.00182409	2164224	5.002213497	1097216			oscar:0.0811744176585144,glot500:0.2218967984189681,madlad400:0.6969287839225176
evn_cyrl	dropped	1.880011284											news:0.4086977222053135,webcorpora:0.5913022777946866
ewe_latn	10mb	1.078257744					10.00172831	2987520	5.001556474	1519104	63.26912316	18470400	ewecorpus:0.0006551188225476427,wiki:0.00605812331810279,nllb:0.5657066263898491,bible:0.040045865035747134,glot500:0.033661959213335146,madlad400:0.3538723072204181
ext_latn	dropped	1.216909349											tatoeba:0.00014486443794448127,wiki:0.40780796895685156,glot500:0.592047166605204
fao_latn	100mb	1.155644359			100.0003834	24129024	10.00064588	2471424	5.000830884	1259520	400.3439116	96587776	wiki:0.015472663700262873,nllb:0.08123273694811227,glot500:0.4779192738811244,madlad400:0.42537532547050044
fas_arab	1000mb	1.590775443	1000.000672	244359680	100.0008291	24438272	10.00083456	2493440	5.001341355	1269248			glot500:1.0
fij_latn	10mb	1.210673556					10.00065124	3043840	5.000126558	1543168	35.47712246	10642944	wiki:0.007167989922325883,nllb:0.5340493854501163,glot500:0.024274040936770238,madlad400:0.4345085836907876
fil_latn	1000mb	1.328161865	1000.001491	274955776	100.0005508	27497472	10.00093389	2831360	5.000084084	1441280			madlad400:1.0
fin_latn	1000mb	1.05886439	1000.000355	186050560	100.000068	18592768	10.0003703	1954816	5.002075856	1005568			oscar:1.0
fip_latn	dropped	1.278028827											madlad400:1.0
fon_latn	10mb	1.541191249					10.00035395	3507200	5.000461173	1781760	40.84056151	13993984	nllb:0.8163858046610203,glot500:0.039144143861151524,madlad400:0.14447005147782824
fra_latn	1000mb	1.173979035	1000.001575	251415552	100.0010183	25136640	10.00141199	2567680	5.001742642	1299968			oscar:0.9982796094153004,bible:0.0017203905846996884
frp_latn	dropped	1.189308553											wiki:0.6143766014497435,madlad400:0.38562339855025657
frr_latn	5mb	1.169852216							5.001463659	1413632	5.676107657	1594368	tatoeba:0.0005826488049870953,wiki:0.4823694393878958,glot500:0.5170479118071171
fry_latn	100mb	1.23134294			100.0001007	28158976	10.00106518	2880512	5.001898984	1459200	472.8104675	133072384	tatoeba:1.1029531314912277e-05,oscar:0.0644226836753189,wiki:0.12665879669843605,glot500:0.1378619480687311,madlad400:0.671045542026199
ful_latn	10mb	1.258383084					10.00148695	3298304	5.00112174	1678336	24.02556215	7806464	speechcorpus:0.019897146139575664,wiki:0.03618330152744928,wortschatz:0.0027589240889475584,glot500:0.26913347044788405,madlad400:0.007583648913075223,nllb:0.6644435088830682
fur_latn	10mb	1.067269167					10.00134866	2675200	5.0002719	1356800	20.71905189	5487616	nllb:0.7256517088007743,wiki:0.11612949931368526,glot500:0.15821879188554042
fuv_latn	10mb	1.110831498					10.00109425	2944512	5.000411192	1498624	21.22699787	6159872	nllb:1.0
gag_latn	dropped	1.236979087											tatoeba:6.308457575280698e-05,wiki:0.1709991584161803,madlad400:0.8289377570080669
gan_hant	dropped	0.7487619733											tatoeba:3.306980914229163e-05,wiki:0.7152081111668172,wortschatz:0.28475881902404054
gaz_latn	10mb	1.332217666					10.0003084	3301376	5.001130393	1680384	79.04481137	25565184	nllb:0.9608434573816675,bible:0.0391565426183325
gbm_deva	dropped	2.514509755											tatoeba:0.0011456564451757486,madlad400:0.9988543435548243
gla_latn	100mb	0.9936126744			100.0018152	22136320	10.00152399	2257408	5.000932585	1152000	558.8389916	123736064	oscar:0.00154465690483385,wiki:0.0049333005672494564,nllb:0.21156938645238912,glot500:0.03700487427060204,madlad400:0.7449477818049255
gle_latn	100mb	1.975875656			100.0004314	41451520	10.0011759	4237312	5.00067247	2154496	976.7049463	404823040	oscar:0.022138088538567833,wiki:0.008339715603715983,nllb:0.05854216394832219,glot500:0.4332256887572741,madlad400:0.4777543431521199
glg_latn	1000mb	1.059078607	1000.002275	222080000	100.0019982	22216704	10.00079402	2284544	5.000548557	1159680			oscar:0.1922996642675927,glot500:0.8077003357324073
glk_arab	10mb	1.682310821					10.00002691	2629632	5.000979685	1339392	98.72659598	25519104	wiki:0.011369572277906269,wortschatz:0.501616808122508,bible:0.00045046707093812345,glot500:0.4865631525286476
glv_latn	5mb	1.224310206							5.000192739	1482240	6.625499782	1939968	tatoeba:2.1345220369473605e-05,wiki:0.16677534040729247,glot500:0.4105657895154574,madlad400:0.4226375248568806
gom_deva	10mb	1.736906273					10.00061389	1950208	5.00060316	1005568	11.49749374	2219520	tatoeba:1.1721075162377536e-06,oscar:0.03470372153084753,wiki:0.29875619101203504,glot500:0.34122880500349256,madlad400:0.3253101103461086
gom_latn	10mb	1.2133745					10.0009865	2713600	5.000330071	1382400	10.37977228	2806784	glot500:0.44564755064034467,madlad400:0.5543524493596553
gor_latn	dropped	1.174690305											wiki:0.40719505169747533,glot500:0.5928049483025246
grc_grek	100mb	1.76699504			100.0002722	23190528	10.00194602	2419200	5.00080917	1236992	205.4513232	47620608	tatoeba:6.424699231082633e-05,bible:0.02441046848550569,glot500:0.0026854403476154805,madlad400:0.972839844174568
grn_latn	10mb	0.992314188					10.00179189	2616320	5.001300052	1328128	60.37913065	15366656	americasnlp:0.04053095192688028,oscar:0.0002705878733745574,wiki:0.061235562706495064,nllb:0.4998971380075462,glot500:0.15494529568597562,madlad400:0.2431204637997283
gsw_latn	100mb	1.142566025			100.0007243	29948928	10.00044615	3087360	5.001743336	1583104	128.808326	38605824	tatoeba:2.525359598067693e-05,oscar:0.023783357429276352,wortschatz:0.1172499897963212,glot500:0.20376954695738986,madlad400:0.6551718522210319
guc_latn	dropped	1.823976595											bible:0.9995378912566812,glot500:0.00046210874331879305
gug_latn	dropped	1.347975623											glot500:1.0
guj_cyrl	dropped	1.82540304											glot500:1.0
guj_deva	dropped	2.283611901											glot500:1.0
guj_gujr	1000mb	2.162862919	1000.001074	193794560	100.0011403	19382784	10.00209668	2025472	5.001774229	1037312			tatoeba:1.180265450078477e-06,oscar:0.1358995646944223,bible:0.0028350763049904953,glot500:0.8612641787351372
guj_latn	100mb	1.190454087			100.0018962	24248320	10.00196239	2509312	5.000468363	1281024	101.6000645	24635392	glot500:0.9966020676780531,madlad400:0.0033979323219468973
gvc_latn	dropped	1.608582661											americasnlp:0.09402986076612199,bible:0.905970139233878
gym_latn	dropped	1.896043519											bible:0.4642522530726868,glot500:0.5357477469273132
hak_latn	dropped	1.201770952											tatoeba:0.00010622937932829393,wiki:0.9998937706206718
hat_latn	100mb	0.9657950702			100.0017426	23884288	10.00127491	2456064	5.000944972	1244160	775.7954571	185333248	cmu:0.0013368235411762189,tatoeba:1.3682717469785804e-06,wiki:0.01817595009274412,nllb:0.18397610495830136,bible:0.006260317576632625,glot500:0.4318761175882097,madlad400:0.358373317971189
hau_latn	1000mb	1.176529442	1000.001443	277416448	100.0015731	27744768	10.00164941	2834944	5.000706987	1437184			afriberta:0.08316913495399753,wiki:0.03077820361794756,nllb:0.29980447477341765,bible:0.0023962603180544928,glot500:0.27126321951418064,madlad400:0.31258870682240214
haw_latn	100mb	1.114669379			100.0014373	33245184	10.00094127	3372544	5.000848776	1701376	260.9451408	86747136	ulukau:0.01786010177722358,tatoeba:4.7357887420954645e-06,wiki:0.0026199343403200334,bible:0.010232419333414424,glot500:0.43942199329140447,madlad400:0.5298608154688954
hbo_hebr	dropped	1.349251405											tatoeba:0.0008103069405097173,bible:0.9991896930594902
hch_latn	dropped	1.280574158											americasnlp:0.40440756960718377,bible:0.5955924303928163
heb_hebr	1000mb	1.355477183	1000.002551	192904704	100.0014258	19294720	10.00242879	2010112	5.000101872	1029120			oscar:0.9995173932153368,bible:0.00048260678466318995
hif_latn	10mb	1.281123121					10.00139939	3238912	5.000404641	1656320	27.99644188	8768000	tatoeba:1.161349917410154e-05,wiki:0.031144854046761403,glot500:0.740614270884069,madlad400:0.22822926156999557
hil_latn	10mb	1.351057958					10.00044737	2877952	5.001562636	1474560	32.12320593	9034752	tatoeba:2.2657640927401375e-05,wortschatz:0.00012882735301250438,glot500:0.00017070492383004625,madlad400:0.99967781008223
hin_deva	1000mb	2.370151128	1000.002171	228020736	100.0014422	22815232	10.00208034	2381312	5.000459196	1220096			oscar:0.9971689732541851,bible:0.0028310267458149076
hin_latn	100mb	1.255306654			100.000872	28580352	10.00157926	2972160	5.000022089	1517568	131.862752	37683712	glot500:0.2554439346784446,madlad400:0.7445560653215554
hmn_latn	100mb	1.18983824			100.0008631	28903424	10.00137296	2942464	5.001749648	1492480	345.9672399	100051968	glot500:0.45451146420044375,madlad400:0.5454885357995563
hmo_latn	dropped	1.311302599											wiki:5.275359523664577e-05,bible:0.29409459373770513,glot500:0.2937765423120234,madlad400:0.4120761103550349
hne_deva	5mb	2.165410702							5.000570096	1249280	8.609037993	2106880	nllb:0.7735712236153228,glot500:0.15415782908628164,madlad400:0.07227094729839555
hrv_latn	1000mb	0.989672823	1000.000766	219422208	100.0008909	21938176	10.00068383	2284544	5.001096206	1167872			oscar:0.019692998735624252,wiki:0.042783028104806525,nllb:0.18116178245714223,bible:0.0004504796413924704,glot500:0.17571315430638432,madlad400:0.5801985567546503
hsb_latn	10mb	1.124658236					10.00189201	2439680	5.001770702	1250816	10.30561793	2503680	tatoeba:0.0014609342769449267,oscar:0.05869258725903899,wiki:0.41062958596884025,glot500:0.5292168924951759
hui_latn	dropped	1.405387305											bible:0.28602018876527524,glot500:0.28624641243516946,madlad400:0.4277333987995553
hun_latn	1000mb	1.01995535	1000.002187	191089664	100.0015325	19105280	10.00178391	1982464	5.002131716	1011200			oscar:0.9999084934050441,bible:9.150659495589186e-05
hus_latn	dropped	1.60400448											bible:0.6620032701913949,glot500:0.3379967298086051
hvn_latn	dropped	1.346511296											bible:0.09057164014821902,madlad400:0.9094283598517809
hye_armn	1000mb	1.724226492	1000.00163	203630592	100.0020372	20388352	10.00231238	2113024	5.002058622	1075200			oscar:0.5258957667081463,nllb:0.24276300408846901,glot500:0.23134122920338465
iba_latn	10mb	1.298224214					10.00171608	2683392	5.001738473	1380352	19.98087365	5278208	tatoeba:6.223792535190428e-05,glot500:5.592582887638272e-05,madlad400:0.9998818362457718
ibo_latn	100mb	1.345020968			100.0006871	30829568	10.00111025	3140096	5.001348052	1595904	388.3131403	119706112	afriberta:0.04937910998150857,wiki:0.04921773991942626,nllb:0.26523819124801856,bible:0.005306419117275167,glot500:0.31783296838939573,madlad400:0.3130255713443757
ido_latn	10mb	1.17576321					10.00045166	2877952	5.001155016	1463808	26.18141062	7369216	tatoeba:0.0029534060695151415,oscar:0.002750575541390774,wiki:0.39866489016665146,glot500:0.5956311282224426
ikk_latn	dropped	1.353598775											bible:0.5021394289552306,glot500:0.49786057104476944
iku_cans	10mb	2.158751414					10.00147764	1916416	5.000582248	978944	74.40661438	13798400	nrc:0.5041058673884157,wiki:0.000603063203913962,glot500:0.4246450093129057,madlad400:0.07064606009476461
ile_latn	dropped	1.214615138											tatoeba:0.018939920187153302,wiki:0.4298778292877183,glot500:0.5511822505251284
ilo_latn	10mb	1.07650844					10.00002657	2679808	5.000795907	1353216	97.44434239	25450496	oscar:0.005100818250573715,wiki:0.07125469169893726,nllb:0.4164934069059347,bible:0.028697633417841113,glot500:0.12207896062183675,madlad400:0.35637448910487646
ina_latn	10mb	1.238452493					10.00073098	2965504	5.000086511	1511936	19.15311766	5581824	tatoeba:0.024016272938445455,wiki:0.2253752275121811,glot500:0.7506084995493735
ind_latn	1000mb	1.178746238	1000.002157	210432000	100.0018207	21039104	10.00149958	2166272	5.000569088	1107456			oscar:0.9996782068120657,bible:0.0003217931879343777
inh_cyrl	5mb	1.700418497							5.000321424	1463296	9.585926508	2764800	webcorpora:0.8948455265508999,wiki:0.1051544734491001
isl_latn	1000mb	1.154319145	1000.000599	236872704	100.0003315	23691264	10.00169499	2450944	5.00183509	1242624			oscar:0.09115638300137498,wiki:0.018569706803233194,nllb:0.08863571609410194,bible:0.0003455539825128945,glot500:0.801292640118777
iso_latn	5mb	1.483217547							5.000339308	1655808	8.109585831	2638336	madlad400:1.0
ita_latn	1000mb	1.066886932	1000.001726	216099840	100.0015736	21613056	10.00024434	2230784	5.001913361	1134080			oscar:0.999262564191516,bible:0.0007374358084840032
ium_latn	dropped	1.350416571											madlad400:1.0
ixl_latn	dropped	1.51161802											bible:0.5683824908394719,glot500:0.4316175091605281
jam_latn	dropped	1.153345444											tatoeba:0.00016398695056016248,wiki:0.4070370008925703,glot500:0.5927990121568696
jav_latn	100mb	1.146845795			100.0002525	24784896	10.00169688	2544128	5.001060323	1295360	465.5786301	115332096	nusa:0.010521706489650643,oscar:0.0008930430191868486,wiki:0.06691938458273043,nllb:0.3881475190885071,glot500:0.0678232001784336,madlad400:0.4656951466414914
jbo_latn	dropped	1.284031149											tatoeba:0.07121601284512684,oscar:0.10942132131647948,wiki:0.34545843662662096,glot500:0.4739042292117727
jpn_jpan	1000mb	1.321973899	1000.001113	219063296	100.0012308	21925376	10.00158022	2249728	5.000726569	1158656			oscar:0.9999176152535771,bible:8.238474642280928e-05
kaa_cyrl	1000mb	1.920886208	1000.001829	212100608	100.0024084	21218304	10.00135454	2196480	5.001533127	1123840			glot500:0.0048617383437392124,madlad400:0.9951382616562607
kaa_latn	100mb	1.22736123			100.0017363	23462912	10.00134737	2451968	5.00049688	1245184	165.2165223	38767104	tatoeba:3.8587048867205433e-07,wiki:0.016567683048327984,glot500:0.008164886897320188,madlad400:0.9752670441838631
kab_latn	10mb	1.028599141					10.00126449	3166720	5.001749783	1610240	45.19258955	14035456	wiki:0.06196597277533464,nllb:0.7342841140103596,glot500:0.20374991321430577
kac_latn	10mb	1.345469973					10.00071297	3521536	5.000205978	1790976	12.74348023	4453888	nllb:0.4249734500565013,glot500:0.0,madlad400:0.5750265499434987
kal_latn	100mb	1.341175059			100.0023607	21407744	10.00141697	2224640	5.001944342	1158144	140.4369189	30082048	tatoeba:2.768817568157059e-06,wiki:0.0007922653836365597,wortschatz:0.02549388775880612,glot500:0.1383885016088553,madlad400:0.8353225764311338
kam_latn	dropped	1.217599867											nllb:0.9993652323772574,glot500:0.0006347676227426001
kan_knda	1000mb	2.641985282	1000.001717	212683264	100.0021256	21264896	10.00106593	2210304	5.001820446	1132544			oscar:0.03593245058531588,wiki:0.0300208628524471,nllb:0.03166220138322826,bible:0.0027012693614478023,glot500:0.4918478781942452,madlad400:0.40783533762331575
kan_latn	dropped	1.227726425											madlad400:1.0
kas_arab	dropped	1.776246006											wiki:0.29535577638800375,nllb:0.7046442236119962
kas_deva	5mb	2.525878379							5.001128105	1443840	6.95976219	1990656	nllb:1.0
kat_geor	1000mb	4.338956454	1000.001664	354762752	100.001179	35512320	10.0006369	3629568	5.000214506	1849344			oscar:0.24584195766076924,nllb:0.07594985422543636,glot500:0.07780201752201905,madlad400:0.6004061705917754
kat_latn	5mb	1.200493595							5.000256195	1290240	5.566897714	1422336	glot500:1.0
kaz_cyrl	1000mb	1.764638392	1000.001513	199970304	100.0022801	19991552	10.00216252	2080256	5.000646042	1064448			oscar:0.2684523603647531,nllb:0.047976900861562595,glot500:0.6835707387736842
kbd_cyrl	10mb	1.783468787					10.00116017	2855936	5.001011549	1452544	34.89371581	9802752	webcorpora:0.3538457082282591,wiki:0.022493572221916315,glot500:0.03045494435966147,madlad400:0.5932057751901632
kbp_latn	10mb	1.441209593					10.00039486	3401216	5.000814618	1736704	13.93482468	4698624	wiki:0.0869494301798406,nllb:0.34121980980620886,glot500:0.08647776508437027,madlad400:0.48535299492958023
kea_latn	10mb	0.781652324					10.00103307	2084864	5.000478793	1060864	15.7427007	3247616	nllb:0.9994528606135125,glot500:0.0005471393864874866
kek_latn	dropped	1.44524468											tatoeba:5.1243502524454216e-05,bible:0.1866601516678272,glot500:0.19214152420174982,madlad400:0.6211470806278986
kha_latn	10mb	1.303114193					10.00084035	3059200	5.00107975	1558528	20.55857587	6209536	tatoeba:0.001388804804833323,madlad400:0.9986111951951667
khk_cyrl	100mb	1.801810967			100.0004923	21806592	10.00000694	2262016	5.000511014	1152512	108.2513691	23605760	nllb:1.0
khm_khmr	100mb	3.903484241			100.0004721	31746048	10.00003422	3212288	5.001058745	1639424	742.3746816	235559424	oscar:0.15834079941446208,wiki:0.015807879011465523,nllb:0.20621723665478342,glot500:0.06367408104585384,madlad400:0.5559600038734351
kik_latn	5mb	1.292947561							5.000177838	1467904	8.355126605	2418176	wiki:0.033343049319361426,nllb:0.5684771090686556,bible:0.3717631298733046,glot500:0.026416711738678354
kin_latn	100mb	1.133982717			100.0013627	23874560	10.00145314	2482176	5.001597393	1273856	810.9642735	193561088	afriberta:0.023425403782179947,wiki:0.007988018372953806,nllb:0.2790107099055262,glot500:0.07876584181700712,madlad400:0.6108100261223329
kir_cyrl	1000mb	1.963770708	1000.000822	223066112	100.0022122	22320128	10.00095679	2309632	5.000016529	1176064			oscar:0.083207848160085,wiki:0.031032457918277936,nllb:0.1362164437483821,glot500:0.09535938690024924,madlad400:0.6541838632730057
kjh_cyrl	5mb	1.926386897							5.000488227	1045504	6.171701551	1271808	webcorpora:0.3207691222556373,tatoeba:3.625138027419942e-05,glot500:0.3538389516795739,madlad400:0.32535567468451454
kmb_latn	10mb	1.132798568					10.00083185	3038208	5.000362077	1547264	11.0905375	3359744	nllb:0.6873143879185004,glot500:0.0,madlad400:0.3126856120814996
kmr_latn	10mb	1.034619587					10.00129966	2366464	5.00156659	1204736	53.71389844	12299264	nllb:0.9885869436460977,glot500:0.011413056353902298
knc_arab	100mb	2.50197962			100.0000577	107119104	10.00038547	10667008	5.00033842	5341184	221.6497959	237422592	nllb:1.0
knc_latn	10mb	1.176891381					10.00144733	3413504	5.000230841	1741824	10.06710762	3433472	nllb:1.0
knv_latn	dropped	1.725421133											bible:0.4917344115242069,glot500:0.5082655884757931
koi_cyrl	dropped	1.382110442											webcorpora:0.36908559688163073,tatoeba:8.743175279142685e-05,wiki:0.455412720468132,madlad400:0.17541425089744583
kom_cyrl	10mb	1.614292695					10.00121852	2624512	5.001344568	1335808	18.20465402	4716032	oscar:0.008640476410833908,wiki:0.1373518905352375,glot500:0.1104413692453398,madlad400:0.25401216192034304,webcorpora:0.489532311503677,tatoeba:2.179038456877992e-05
kon_latn	10mb	1.230994587					10.00153545	3147264	5.000800219	1603072	11.31748925	3549184	wiki:0.013441389556225614,nllb:0.8064647870166762,glot500:0.014223209587546136,madlad400:0.165870613839552
kor_hang	1000mb	1.293311204	1000.002557	227021824	100.0011348	22707712	10.00140798	2388480	5.002001823	1224192			oscar:1.0
kpg_latn	dropped	1.389904231											bible:0.7837397342374887,glot500:0.21626026576251134
kpv_cyrl	5mb	1.671354249							5.002749649	1319936	5.190006111	1355776	webcorpora:0.9999709229954175,tatoeba:2.9077004582503434e-05
krc_cyrl	10mb	1.865302377					10.00168832	2235904	5.00050561	1133056	21.02479549	4627456	webcorpora:0.20413640343841805,tatoeba:3.935185633594881e-05,oscar:0.0346451931027928,wiki:0.0624319778402339,glot500:0.11405884825630502,madlad400:0.5846882255059143
kri_latn	dropped	1.320383401											madlad400:1.0
ksd_latn	dropped	1.034940916											bible:0.5016057197541216,glot500:0.49839428024587834
ksh_latn	dropped	1.190825361											tatoeba:0.0003395262777417131,wiki:0.370501660899422,glot500:0.6291588128228363
kua_latn	dropped	1.257954911											wiki:6.917069031846487e-05,glot500:2.5792460796715715e-05,madlad400:0.9999050368488848
kum_cyrl	10mb	1.964075989					10.00170111	2011136	5.001876227	1034240	11.03859683	2208768	webcorpora:0.15685057215724238,tatoeba:2.375881156785999e-05,madlad400:0.8431256690311898
kur_arab	100mb	1.569891339			100.000402	21803008	10.00182089	2251776	5.000325056	1137664	902.3881605	196483584	glot500:0.19238796560498553,oscar:0.15056614713524452,wiki:0.03325865876966754,nllb:0.18932822553000808,bible:0.0025532824833653526,madlad400:0.431905720476729
kur_latn	100mb	1.288322619			100.0007972	27687424	10.00062469	2879488	5.000412088	1465344	685.5333374	189872128	tatoeba:1.780027926291676e-05,oscar:0.08338836186296551,wiki:0.022723601474225964,glot500:0.13408230139117014,madlad400:0.7161671605169488,nllb:0.043620774475426616
lad_latn	dropped	1.252402258											tatoeba:0.008928508555292773,wiki:0.9910714914447072
lao_laoo	100mb	2.706914388			100.0017448	23282688	10.00168536	2371072	5.001448904	1210368	532.9824198	124077056	tatoeba:6.094341958647283e-06,oscar:0.06034797586396369,wiki:0.004113895504948662,nllb:0.23721071242263161,glot500:0.01645417571816685,madlad400:0.6818671461483305
lat_latn	1000mb	0.87538342	1000.002351	188774912	100.00187	18896384	10.00115812	1958400	5.001821944	996352			tatoeba:0.0007094036982952899,oscar:0.005214801054862628,wiki:0.04549102546476552,bible:0.0021199949564240273,glot500:0.1381392602949476,madlad400:0.8083255145307049
lav_latn	1000mb	1.288843709	1000.001455	243401728	100.0000116	24353792	10.00175266	2522112	5.001630492	1297408			oscar:1.0
lbe_cyrl	10mb	2.012712204					10.00090332	2419712	5.001886538	1228800	10.24308243	2470912	webcorpora:0.991177210667128,wiki:0.008822789332871908
lez_cyrl	5mb	1.829893752							5.001264538	1280512	9.38227136	2358784	webcorpora:0.7087414567138504,oscar:0.07235412274679533,wiki:0.21890442053935436
lfn_latn	5mb	1.301456056							5.000139705	1562112	5.116849756	1593344	wiki:0.4901338680271891,glot500:0.5098661319728109
lij_latn	10mb	1.14375901					10.00077834	3113472	5.001238998	1587200	27.89235762	8498176	wiki:0.20329583287280914,nllb:0.5841626652584296,glot500:0.21254150186876117
lim_latn	100mb	0.997886276			100.0003069	27896320	10.00160091	2859008	5.000785425	1457152	142.3130116	39700480	wiki:0.13209957671437622,nllb:0.40971332001216887,glot500:0.4581871032734549
lin_latn	10mb	1.139208008					10.00133771	2863616	5.000327387	1453056	47.32958831	13213184	wiki:0.017410327692981776,nllb:0.4958207030608541,bible:0.057853883271183605,glot500:0.15444675559757448,madlad400:0.27446833037740603
lit_latn	1000mb	1.030036841	1000.000782	201228800	100.0001299	20116480	10.00088694	2102272	5.001405571	1074176			oscar:0.9998359469763333,bible:0.0001640530236667517
lmo_latn	100mb	0.9431924587			100.001264	28895232	10.00045825	2956288	5.001409691	1500672	123.2393649	35603456	oscar:0.006597120864898313,wiki:0.17792592061599963,nllb:0.4448817374035068,glot500:0.3705952211155953
lrc_arab	dropped	1.29045801											madlad400:1.0
ltg_latn	10mb	1.002770005					10.00052948	2201088	5.000258259	1123840	18.70103803	4046848	wiki:0.030915059962378137,nllb:0.31876004319711915,madlad400:0.6503248968405028
ltz_latn	100mb	1.225348993			100.0009269	27672064	10.00149596	2828288	5.000395019	1438720	579.0668913	160200192	oscar:0.038592541043192576,wiki:0.06941307801906811,nllb:0.27850226033866177,madlad400:0.6134921205990775
lua_latn	10mb	1.185565668					10.00027567	3083776	5.001343587	1572352	20.82343043	6322688	nllb:1.0,glot500:0.0
lub_latn	5mb	1.296565957							5.000498404	1353728	8.613928923	2269184	madlad400:1.0
lug_latn	100mb	1.217417428			100.0004602	28298240	10.00071604	2915328	5.001811918	1493504	132.4246354	37459968	makerere_parallel:0.00371845300286015,makerere_radio:0.004959874509699659,wiki:0.022948904865630847,nllb:0.4049928589172972,bible:0.018565525036512206,glot500:0.3320498858226999,madlad400:0.21276449784530002
luo_latn	10mb	1.035745154					10.00059486	2912256	5.001361397	1478656	34.49614675	9859072	nllb:0.8895975475178368,bible:0.09451369054097614,glot500:0.015888761941187008
lus_latn	100mb	1.168842547			100.0013896	29448192	10.00043935	3007488	5.001230502	1528320	213.0281556	62735360	nllb:0.39883228323283304,glot500:0.05794777600546131,madlad400:0.5432199407617057
lvs_latn	10mb	1.206980036					10.00158274	2438656	5.001669183	1250816	35.41691556	8333312	glot500:1.0
lzh_hant	10mb	0.7					10.00221857	1841152	5.002705714	934400	15.20327714	2767872	tatoeba:0.0012192878463083523,wiki:0.5382277899490947,glot500:0.46055292220459687
mad_latn	5mb	1.285380683							5.000117928	1423872	7.294532368	2044416	nusa:0.45952751983714246,tatoeba:1.3989706009369454e-05,wiki:0.11138595235401567,wortschatz:0.08750665379961284,glot500:0.08488388804689975,madlad400:0.25668199625631993
mag_deva	5mb	2.555403846							5.001596917	1400832	9.076528171	2488832	nllb:0.7772700895621373,madlad400:0.22272991043786275
mah_latn	dropped	1.329797952											tatoeba:0.00028304982428367106,wiki:0.0015417448393504382,glot500:0.0011856364321026927,madlad400:0.9969895689042632
mai_deva	10mb	2.38980971					10.00123771	2728448	5.001104041	1388032	41.73338512	11159040	oscar:0.00015781067567750118,wiki:0.08756516081731588,nllb:0.6700767430453041,bible:0.01834623426890203,glot500:0.10368670636299292,madlad400:0.12016734482980757
mak_latn	dropped	1.350644682											nusa:1.0
mal_latn	5mb	1.265435969							5.002051591	1235456	6.379526266	1556480	madlad400:1.0
mal_mlym	1000mb	2.884868527	1000.001717	244708864	100.0009796	24480768	10.00028729	2520576	5.00036688	1291264			oscar:0.20262042678888914,bible:0.0030417323257620294,glot500:0.7943378408853489
mam_latn	5mb	1.34382757							5.001020332	1960448	9.266234953	3580416	bible:0.17406180569231236,glot500:0.3557200412510845,madlad400:0.4702181530566032
mar_deva	1000mb	2.479356527	1000.00056	206630400	100.0011549	20673536	10.00200848	2164736	5.000990727	1110016			oscar:0.11134504710256914,bible:0.0008391478179518181,glot500:0.48539052899841656,madlad400:0.4024252760810625
mas_latn	dropped	1.471281217											madlad400:1.0
mau_latn	dropped	1.711021462											bible:0.5015914032894955,glot500:0.4984085967105045
maz_latn	dropped	1.542437887											bible:0.6054307902072522,madlad400:0.39456920979274773
mco_latn	dropped	1.552517657											bible:0.5075391254055518,glot500:0.49246087459444815
mdf_cyrl	5mb	1.712267834							5.001381693	1070592	6.166190702	1302016	webcorpora:0.021756051856181735,tatoeba:2.791710626960177e-05,wiki:0.18393648136870358,madlad400:0.7942795496688451
meo_latn	5mb	1.276200961							5.00062858	1542656	5.443039311	1670656	madlad400:1.0
meu_latn	dropped	1.026417682											bible:0.5016181644826935,glot500:0.4983818355173066
mfe_latn	dropped	1.271803452											tatoeba:4.947951357832036e-05,madlad400:0.9999505204864216
mgh_latn	5mb	1.113355123							5.000690153	1097728	5.765909607	1251328	bible:0.14613620907493602,madlad400:0.853863790925064
mhr_cyrl	10mb	1.810192209					10.00239653	2406400	5.002260031	1223680	27.85679439	6580224	webcorpora:0.8557926104734229,tatoeba:0.0007223401878914909,oscar:0.029501577697696263,wiki:0.043753686973880435,glot500:0.07022978466710889
mic_latn	dropped	1.274023451											tatoeba:0.00015994692131796263,bible:0.9998400530786821
min_latn	10mb	0.949751483					10.00108151	2451968	5.000912433	1248768	75.07034132	17732608	nusa:0.0461822406656831,wiki:0.2418903232703902,nllb:0.19752530980909663,glot500:0.45693851514794287,madlad400:0.057463611106887164
mkd_cyrl	1000mb	1.834986754	1000.001357	221346304	100.0016202	22130688	10.00005095	2286592	5.001855735	1167872			oscar:0.27559360902715513,glot500:0.7244063909728449
mkw_cyrl	5mb	1.808563089							5.000463918	1236480	9.370186674	2266112	wortschatz:1.0
mlg_latn	100mb	1.266754162			100.0013261	29208576	10.00031054	3002880	5.001510309	1525760	720.7990748	210497024	oscar:0.0226036625686394,wiki:0.02552205590992962,glot500:0.3472851280454823,madlad400:0.3299233397627708,nllb:0.27224028176578613,bible:0.0024255319473917595
mlt_latn	1000mb	1.08846667	1000.001074	283158528	100.0009161	28329472	10.00096035	2927616	5.001353882	1488384			oscar:0.004213316931778006,wiki:0.004141203301789013,nllb:0.0423827529789643,glot500:0.9492627267874687
mlt_mlym	dropped	1.364530509											glot500:1.0
