lang	category	byte_premium	1000mb_scaled_mb	1000mb_tokens	100mb_scaled_mb	100mb_tokens	10mb_scaled_mb	10mb_tokens	5mb_scaled_mb	5mb_tokens	full_scaled_mb	full_tokens	proportions
mni_beng	dropped	3.010658291											nllb:0.7158201276487879,madlad400:0.2841798723512121
mns_cyrl	dropped	1.982860003											webcorpora:1.0
mon_cyrl	1000mb	1.783772557	1000.00122	205737472	100.0022622	20547584	10.00061467	2161152	5.002432605	1102336			oscar:0.11630161098233267,glot500:0.2477329593629162,madlad400:0.6359654296547511
mon_latn	10mb	1.181843271					10.00025334	2661376	5.001387836	1357312	49.20735524	12692480	glot500:1.0
mos_latn	10mb	1.141292925					10.00024191	3417088	5.00132091	1732608	10.36577466	3537920	nllb:0.9998767053305069,glot500:0.0001232946694931256
mps_latn	dropped	1.804393042											bible:0.7926603434760391,glot500:0.20733965652396089
mri_latn	100mb	1.182543083			100.0016318	30222848	10.00093203	3083264	5.001495576	1563648	450.1706175	136011776	wiki:0.0021786156346035924,nllb:0.17449506203237092,wortschatz:0.010446518052748115,glot500:0.42282203820253356,madlad400:0.39005776607774384
mrj_cyrl	5mb	1.51492647							5.001261217	1060352	8.743651434	1812992	oscar:0.026492406569970817,wiki:0.2790362091885801,madlad400:0.694471384241449
msa_latn	1000mb	1.285705434	1000.000839	236371456	100.0012449	23629824	10.00054107	2433536	5.001442656	1240064			oscar:0.01001807542683517,wiki:0.05117811426156974,glot500:0.11031265702171071,madlad400:0.8284911532898844
msi_latn	dropped	1.277078369											madlad400:1.0
mus_latn	dropped	1.321850762											nusa:0.9999845203198946,wiki:1.5479680105374404e-05
mwl_latn	5mb	1.241381732							5.00026489	1428992	8.122294525	2293760	tatoeba:2.831043049623667e-06,wiki:0.3618262958321525,glot500:0.6381708731247979
mya_mymr	100mb	5			100.0004518	41403392	10.0003972	4187136	5.00062	2134016	762.1402062	315374592	oscar:0.1224461019714914,wiki:0.04088638648232952,nllb:0.14621932996729783,bible:0.004847208725442721,glot500:0.11753961685680778,madlad400:0.5680613559966308
myv_cyrl	10mb	1.773695539					10.00110651	2331648	5.001859567	1186304	16.80794327	3851776	webcorpora:0.324683151431096,tatoeba:1.5539897684731502e-05,oscar:4.5924359442911e-05,wiki:0.13245906397196971,glot500:0.13565059673611374,madlad400:0.4071457236036929
mzh_latn	dropped	1.394010995											glot500:1.0
mzn_arab	dropped	1.493955306											oscar:0.03222087395777537,wiki:0.33456249237090474,wortschatz:0.12957195794042511,glot500:0.5036446757308948
nah_latn	dropped	1.283512003											americasnlp:0.788975869074178,tatoeba:0.0012798137867588214,oscar:0.0035875345869005463,wiki:0.20615678255216255
nan_latn	10mb	1.14871192					10.00124818	3804160	5.000621045	1916416	44.37755727	16624128	wiki:0.42068030973671117,glot500:0.49982495995433796,madlad400:0.07949473030895088
nap_latn	5mb	1.23163545							5.001734376	1590784	6.731326595	2123776	wiki:0.3780184559765788,glot500:0.6219815440234212
naq_latn	dropped	1.44203448											glot500:1.0
nav_latn	dropped	1.351024496											tatoeba:8.179577355930981e-05,wiki:0.31559168122662323,wortschatz:0.031249383127051018,glot500:0.3289140309572153,madlad400:0.32416310891555117
nbl_latn	dropped	1.257793314											wortschatz:0.006938458616238811,glot500:0.758082827075927,madlad400:0.23497871430783418
nch_latn	dropped	1.47267491											tatoeba:0.00012930625717539067,bible:0.795158634230827,glot500:0.20471205951199764
ncj_latn	dropped	1.316655619											bible:0.5015593551862877,glot500:0.4984406448137123
ndc_latn	dropped	1.234394313											madlad400:1.0
nde_latn	10mb	0.969100135					10.00160798	1741824	5.000860226	903168	10.17132114	1766912	bible:0.34130274050588316,glot500:0.6586972594941168
ndo_latn	dropped	1.33381137											wiki:0.006414748064423483,wortschatz:0.4950299324355979,glot500:0.4985553194999786
nds_latn	10mb	1.135906023					10.00050759	2784768	5.000109859	1411072	75.35308453	20312064	tatoeba:0.002797412122754318,oscar:0.06630495842013158,wiki:0.3373725137269423,glot500:0.5935251157301717
nep_deva	1000mb	2.629966681	1000.001345	215368192	100.0014813	21534720	10.00159211	2264064	5.001282371	1160192			glot500:0.059798163097028414,oscar:0.23990859677182924,nllb:0.161203818598342,bible:0.0024206917141948755,madlad400:0.5366687298186055
new_deva	10mb	2.561603163					10.00073835	2376704	5.001367966	1222144	12.43848128	2927616	oscar:0.03629410891404936,wiki:0.24625282481755448,bible:0.03650854890317324,glot500:0.47701015232945554,madlad400:0.2039343650357674
ngu_latn	5mb	1.435018628							5.000985952	1273856	5.992481096	1508864	tatoeba:8.387526752588608e-05,bible:0.0969637356243444,glot500:0.094974355086182,madlad400:0.8079780340219477
nhe_latn	5mb	1.492247034							5.001709389	1266176	5.020421438	1268224	bible:0.43688665648393005,madlad400:0.5631133435160699
nia_latn	dropped	1.349841437											madlad400:1.0
nij_latn	dropped	1.298286309											nusa:0.11036624876640759,madlad400:0.8896337512335925
nld_latn	1000mb	1.051605721	1000.001811	216978432	100.002345	21698560	10.0012246	2228224	5.000377898	1130496			oscar:0.9991321159513685,bible:0.000867884048631496
nnb_latn	5mb	1.307887294							5.000568499	1378816	6.491052434	1764352	glot500:0.05987955384068868,madlad400:0.9401204461593113
nno_latn	100mb	1.033289113			100.0013982	23257088	10.00174672	2394112	5.001198537	1218560	498.9348214	116016128	tatoeba:5.1098068026316674e-05,oscar:0.07551797455611109,wiki:0.21535412961092246,glot500:0.7090767977649401
noa_latn	dropped	1.956453567											bible:0.6912208585068048,madlad400:0.30877914149319524
nob_latn	1000mb	0.9976190383	1000.001323	205949952	100.000807	20589568	10.00069627	2123776	5.000428826	1070592			oscar:0.9997117341800891,bible:0.0002882658199108838
nog_cyrl	dropped	1.828168823											webcorpora:0.6542170591365806,tatoeba:0.00042874193347416673,madlad400:0.34535419892994523
nor_latn	1000mb	1.125315993	1000.000802	255482880	100.0007562	25547264	10.00070478	2615808	5.000288852	1321984			bible:0.0007157313100599626,glot500:0.99928426868994
nrm_latn	dropped	1.20871541											wiki:1.0
nso_latn	10mb	1.115696353					10.00003	3006464	5.001039921	1531392	59.4009399	17516544	wiki:0.017167949161218422,nllb:0.4687464453994985,glot500:0.22916546250299255,madlad400:0.28492014293629053
nus_latn	dropped	1.293421156											nllb:1.0
nya_latn	100mb	1.21429492			100.0022886	25321984	10.00016948	2604544	5.000804088	1328640	444.1260785	112440832	wiki:0.0015782267531382773,nllb:0.3517650589837795,bible:0.00450595559284548,glot500:0.3450779777410398,madlad400:0.29707278092919687
nyu_latn	dropped	1.097526914											bible:0.46200350809059826,glot500:0.0007837907696581026,madlad400:0.5372127011397436
nzi_latn	5mb	1.418370521							5.001045141	1508864	5.070540381	1514496	madlad400:1.0
oci_latn	100mb	1.014733462			100.0012464	26584576	10.0010844	2745344	5.000791034	1392640	375.3845499	99783680	oscar:0.007299695785858353,wiki:0.13020472702652816,nllb:0.2707770956053849,glot500:0.3378811772144157,madlad400:0.25383730436781293
olo_latn	dropped	1.207984711											wiki:1.0
ood_latn	dropped	1.307405545											tatoeba:0.0005057136216005679,bible:0.9994942863783994
ori_orya	100mb	2.595114712			100.0013706	21361664	10.00096176	2215424	5.001274103	1127936	774.553687	165528576	oscar:0.08351621321466822,wiki:0.014385331753433733,glot500:0.4428208955097324,nllb:0.26838846653137627,bible:0.002499889768295813,madlad400:0.18838920322249356
orm_latn	100mb	1.264405846			100.0014793	28832256	10.00031046	2964992	5.001395732	1502208	137.9040073	39742976	afriberta:0.14695114951151786,wiki:0.0073096645832424504,glot500:0.326708085061022,madlad400:0.2309954912370789,nllb:0.27675713098395943,bible:0.011278478623179312
oss_cyrl	10mb	1.846676453					10.00047841	3687936	5.001230717	1863680	38.6030503	14059008	tatoeba:0.0001668750772292099,oscar:0.05451713198806881,wiki:0.07228849993581728,glot500:0.15358282350391275,madlad400:0.719444669494972
ote_latn	dropped	1.508806656											bible:0.5327389916057665,glot500:0.46726100839423346
otq_latn	10mb	1.252835364					10.00088388	3298304	5.000039255	1678336	17.48013955	5702656	bible:0.0464065752566348,madlad400:0.9535934247433652
pag_latn	10mb	1.043908443					10.00068428	2927104	5.001141063	1487360	36.42990151	10441728	wiki:0.009581507390075818,nllb:0.9689102445005945,glot500:0.02150824810932965
pam_latn	10mb	1.18679287					10.00123903	3049472	5.000859236	1563648	38.14329087	11270656	tatoeba:0.0006644922446233607,oscar:4.45601623714131e-05,wiki:0.05561883629461124,wortschatz:0.025801148080105585,glot500:0.9178709632182884
pan_guru	1000mb	2.220967698	1000.00144	215775232	100.0016405	21575680	10.00000587	2234880	5.001083095	1149440			oscar:0.05733242146439695,wiki:0.024890647795837245,nllb:0.11386357979238011,bible:0.0012997903423086336,glot500:0.802613560605077
pap_latn	100mb	1.001675271			100.0018348	23498240	10.00111043	2404864	5.000073521	1222656	255.5051765	60037632	wiki:0.010106635241091434,nllb:0.25461390138484413,glot500:0.052872034089807236,madlad400:0.6824074292842572
pau_latn	dropped	1.365566678											tatoeba:0.0002869370417289152,glot500:7.223241501856373e-05,madlad400:0.9996408305432525
pbt_arab	100mb	1.736020956			100.0012667	26925568	10.00115172	2789888	5.001308282	1431552	225.105189	60608000	nllb:1.0
pcd_latn	dropped	1.174340715											tatoeba:0.0010873639718064888,wiki:0.5203794928980814,glot500:0.4785331431301121
pck_latn	5mb	1.321489762							5.000439798	1586688	6.940008361	2163712	madlad400:1.0
pcm_latn	10mb	0.954503897					10.00202428	2189824	5.002196523	1119744	24.61797217	5281280	afriberta:0.48401603059851805,wiki:0.003449486346488777,bible:0.03191307686403966,glot500:0.4806214061909535
pdc_latn	dropped	1.129005051											tatoeba:0.00034524879270690336,wiki:0.14422053129125792,bible:0.8554342199160352
pes_arab	1000mb	1.59732627	1000.001785	215946240	100.001311	21595648	10.00061935	2219520	5.00000041	1141760			oscar:0.999288838125763,bible:0.0007111618742370435
pfl_latn	dropped	1.169695391											wiki:0.3820038443270561,glot500:0.617996155672944
pir_latn	dropped	1.723878311											americasnlp:0.05778625407010463,bible:0.9422137459298954
pls_latn	dropped	1.433475806											bible:0.5007013899835233,glot500:0.49929861001647674
plt_latn	100mb	1.151182211			100.0011944	26322944	10.0000721	2701312	5.001101476	1370624	370.5776566	97517568	nllb:0.9580020792047611,glot500:0.041997920795238904
pms_latn	10mb	1.22629916					10.00130312	3209216	5.000616901	1628672	16.75298438	5307904	tatoeba:0.0004051501322731789,oscar:0.0663121660920959,wiki:0.3763179671053535,glot500:0.5569647166702775
pnb_arab	100mb	1.414617177			100.0006232	24761344	10.00159531	2564608	5.001311224	1317376	121.5779117	30110208	tatoeba:2.316471907371181e-06,oscar:0.0711696260050267,wiki:0.41730991459554684,glot500:0.5115181429275191
poh_latn	dropped	2.753523348											bible:0.6746350177949205,glot500:0.3253649822050795
pol_latn	1000mb	1.077373477	1000.002277	216235008	100.0004812	21622272	10.00208492	2247680	5.000667939	1149440			oscar:0.9995544909538078,bible:0.0004455090461922592
pon_latn	5mb	0.897776051							5.0018206	1015808	7.017020386	1412608	bible:0.8041175920042166,glot500:0.1958824079957834
por_latn	1000mb	1.097878434	1000.002074	225242112	100.000844	22529024	10.00042597	2304000	5.000512652	1167360			oscar:0.9988445380643588,bible:0.0011554619356412038
prs_arab	100mb	1.66404538			100.001048	23078400	10.00110316	2368000	5.000798866	1207808	162.6994626	37549568	nllb:0.9928229067544297,glot500:0.007177093245570234
pus_arab	1000mb	1.585665259	1000.001582	237871616	100.0000051	23777792	10.0012975	2475008	5.001189849	1271296			tatoeba:7.261857658241788e-07,oscar:0.1168419954113849,wiki:0.040725059336524566,glot500:0.06731763246626159,madlad400:0.605613829544459,nllb:0.16950075705560416
qub_latn	dropped	1.203967909											bible:0.9984060330678973,glot500:0.0015939669321027162
quc_latn	dropped	1.452707367											tatoeba:2.4562805239200012e-05,bible:0.97359498436786,glot500:0.026380452826900814
que_latn	100mb	1.21478134			100.0008249	29125632	10.00135218	2995712	5.001375805	1530368	139.3849555	40595968	americasnlp:0.16314583586380568,tatoeba:4.4501116427932e-05,oscar:0.000973464050693601,wiki:0.03769085750534746,glot500:0.07989985137001787,madlad400:0.05283279239413418,nllb:0.6654126976995733
quh_latn	dropped	1.293227583											bible:0.5036201389464197,glot500:0.4963798610535803
quy_latn	100mb	1.163741957			100.0006101	28205056	10.00069526	2911232	5.000838717	1487360	123.5796613	34850816	americasnlp:0.13179477223927522,nllb:0.8682052277607248,glot500:0.0
quz_latn	5mb	1.297913163							5.001900015	1143808	9.320173416	2070528	americasnlp:0.9999007251809112,glot500:9.927481908874652e-05
qvi_latn	dropped	1.401139223											glot500:1.0
rcf_latn	dropped	1.393222905											madlad400:1.0
rej_latn	dropped	1.412256394											nusa:1.0
rki_mymr	dropped	1.983187213											madlad400:1.0
rmc_latn	5mb	1.024618866							5.000028957	1112576	5.611439718	1241600	bible:0.5485237482054384,madlad400:0.4514762517945616
roh_latn	10mb	1.273368995					10.00186203	2795008	5.000870939	1427968	86.73276597	23623680	tatoeba:6.4546702434971295e-06,oscar:1.79382359678011e-05,wiki:0.0935087193974026,glot500:0.34718477015250837,madlad400:0.5592821175438777
ron_latn	1000mb	1.115120928	1000.001387	230580224	100.0014099	23056896	10.00052615	2388480	5.001072852	1217024			oscar:0.999877122925568,bible:0.00012287707443207042
rop_latn	dropped	1.529233618											bible:0.8380354950507026,glot500:0.16196450494929737
rue_cyrl	5mb	1.560953869							5.000122652	1158144	5.033680953	1160704	tatoeba:0.00016462914826321755,wiki:0.42055514868025706,wortschatz:0.06388841935016243,glot500:0.5153918028213172
rug_latn	dropped	1.350650271											bible:0.504011216826979,glot500:0.495988783173021
run_latn	10mb	1.119232514					10.00148802	2714624	5.000083736	1390080	90.58638128	23721984	wiki:0.0036629199920276048,nllb:0.826966497853531,glot500:0.16937058215444134
rup_latn	dropped	1.23688755											wiki:1.0
rus_cyrl	1000mb	1.822744411	1000.000881	220467712	100.002364	22044160	10.00134297	2305024	5.000747746	1175552			oscar:0.9996444178841075,bible:0.0003555821158924639
rus_latn	10mb	1.182252535					10.00075927	2831360	5.001716492	1441792	26.62054179	7373824	madlad400:1.0
sag_latn	10mb	1.162464677					10.0015796	3138048	5.001132608	1600000	15.87161862	4929024	tatoeba:5.7843466279924495e-06,wiki:0.002465265849138115,nllb:0.34276525869998814,glot500:0.04938017323324221,madlad400:0.6053835178710035
sah_cyrl	100mb	1.881497141			100.0006957	22938624	10.00103247	2382848	5.000099545	1221120	206.0556423	47289344	webcorpora:0.1921725376499836,tatoeba:7.282749442720149e-05,oscar:0.04136714204386249,wiki:0.05947911283080295,glot500:0.3157614106328627,madlad400:0.39114696934806104
san_deva	100mb	2.542780452			100.0013807	26692608	10.00040211	2752000	5.000802563	1414656	119.3386817	31856128	oscar:0.07305090475829223,wiki:0.09736561121132965,nllb:0.370745750023978,bible:0.007847507390843533,glot500:0.05497672587256005,madlad400:0.3960135007429965
san_latn	5mb	0.966275057							5.000985573	1022464	5.724564015	1164800	bible:0.9891275108243283,glot500:0.010872489175671757
sat_olck	5mb	2.803663545							5.000225484	1335296	8.485258501	2224128	wiki:0.5213518258436377,nllb:0.06000093683176143,glot500:0.41864723732460085
scn_latn	100mb	1.036272745			100.0002989	28128768	10.00000383	2887680	5.001526128	1465856	113.8029234	32010752	oscar:2.1174986162102724e-05,wiki:0.08702711000916989,nllb:0.6807639468496927,glot500:0.23218776815497538
sco_latn	10mb	1.193629502					10.00029068	3004928	5.001473644	1531904	42.97399835	12578304	tatoeba:3.8091770353380294e-05,wiki:0.04155316887201683,glot500:0.9584087393576298
seh_latn	dropped	1.255638564											wortschatz:0.0001450560458397369,bible:0.04463977382739749,glot500:0.12022393681432944,madlad400:0.8349912333124333
sgs_latn	dropped	1.244480653											tatoeba:6.553891114965878e-05,wiki:0.41183755685943374,glot500:0.5880969042294166
shn_mymr	10mb	2.819448606					10.00057704	1934336	5.000723181	991744	11.65798409	2238976	nllb:0.6730922286225954,madlad400:0.32690777137740457
shp_latn	dropped	1.292768165											americasnlp:0.3757557518007885,bible:0.6242442481992115
sin_sinh	1000mb	2.446318518	1000.001943	233098752	100.0001979	23275008	10.00067727	2403328	5.001433341	1219584			oscar:0.08709039371197089,nllb:0.18719796462992935,glot500:0.19081015892491537,madlad400:0.5349014827331844
skr_arab	dropped	1.573857549											wortschatz:0.005429425289231702,madlad400:0.9945705747107683
slk_latn	1000mb	1.041506091	1000.001311	211206144	100.0004492	21123584	10.00235052	2200576	5.000653419	1126912			oscar:1.0
slv_latn	1000mb	0.9721500484	1000.002509	198052864	100.0023454	19798528	10.00054777	2060800	5.000685856	1051136			oscar:1.0
sme_latn	10mb	1.267947826					10.00018435	2453504	5.000817756	1250304	66.64208675	15802880	tatoeba:1.2311037863167908e-05,wiki:0.01962298584293993,wortschatz:0.01974866345221606,glot500:0.2099483888285525,madlad400:0.7506676508384283
smi_latn	dropped	1.28726552											wortschatz:1.0
smo_latn	100mb	1.178001518			100.0011216	32361984	10.00137421	3292160	5.000880653	1656832	314.9337547	101910016	tatoeba:2.4780666084721133e-06,wiki:0.0011208456143357373,nllb:0.24139511363348454,glot500:0.3224767832731531,madlad400:0.43500477941241816
sna_latn	100mb	1.119177764			100.0003812	24935936	10.00091528	2586112	5.00169605	1326080	608.1138985	151712256	wiki:0.005360139461827506,nllb:0.27939181961671444,wortschatz:0.010729075866143354,bible:0.0036277708651724252,glot500:0.4575185092374251,madlad400:0.24337268495271716
snd_arab	100mb	1.587969761			100.00084	24961536	10.00204562	2576896	5.000333882	1313280	459.139129	114626048	oscar:0.04066660081278573,wiki:0.02622768572325941,nllb:0.35078569939223964,glot500:0.050934853985443285,madlad400:0.5313851600862719
som_latn	1000mb	1.42230286	1000.000456	302652928	100.0009702	30258688	10.00021824	3095552	5.001377132	1582592			afriberta:0.07646650159200727,wiki:0.004175354472633851,nllb:0.30773954684114935,bible:0.0017735268563866553,glot500:0.22301601241097263,madlad400:0.38682905782685023
sot_latn	100mb	1.166011747			100.001369	28273152	10.00042498	2891776	5.001345839	1468928	332.9141228	94144000	wiki:0.0010724473274078647,nllb:0.326572883482718,glot500:0.3403981730883241,madlad400:0.33195649610155004
spa_latn	1000mb	1.083831966	1000.001434	221790720	100.0015993	22170112	10.00022083	2274304	5.000173615	1154560			oscar:0.9975353147964586,bible:0.0024646852035413802
sqi_latn	1000mb	1.335619892	1000.000037	274664448	100.0020286	27465728	10.00074425	2828800	5.000654018	1440768			oscar:0.6265815391293075,glot500:0.3734184608706925
srd_latn	10mb	1.109372772					10.00078171	2811904	5.001047984	1436160	24.71270347	6834176	tatoeba:6.800868758440736e-06,wiki:0.22421645416463293,nllb:0.3342496132575937,glot500:0.4415271317090149
srm_latn	dropped	1.704153048											bible:0.29225954464671877,glot500:0.3341421945645988,madlad400:0.37359826078868236
srn_latn	10mb	1.060725469					10.00128432	2716160	5.000606806	1371648	11.47170626	3098112	wiki:0.016567376146979666,bible:0.051841410061413545,glot500:0.06835173264508541,madlad400:0.8632394811465214
srp_cyrl	1000mb	1.424878645	1000.000673	184423424	100.0007533	18430976	10.0019444	1928704	5.002277927	983040			oscar:1.0
srp_latn	1000mb	0.826257686	1000.000844	207482368	100.0000052	20746752	10.00009214	2127872	5.00125332	1075200			oscar:0.0075253836254310785,bible:0.0030981419314824264,glot500:0.9893764744430865
ssw_latn	10mb	1.141426619					10.0014559	2698752	5.000866374	1381888	20.967948	5566976	wiki:0.020102836216065654,nllb:0.6330477245857171,glot500:0.20076953159427602,madlad400:0.14607990760394124
stq_latn	dropped	1.211209311											tatoeba:0.00022730466829763368,wiki:0.507386219137883,madlad400:0.4923864761938194
sun_latn	100mb	1.096980852			100.00173	24632320	10.00141978	2532864	5.001801069	1292288	577.9640626	142266368	nusa:0.008113063582397297,oscar:0.0002458625188871477,wiki:0.025588830433758692,nllb:0.3202342836442526,glot500:0.38548370046619745,madlad400:0.2603342593545068
sus_latn	dropped	1.063260268											wortschatz:0.00015604228979727484,bible:0.9998439577102027
suz_deva	dropped	2.98006217											bible:0.4640441959676464,glot500:0.4496514998240299,madlad400:0.08630430420832369
swa_latn	1000mb	1.258733422	1000.001074	260033024	100.0007411	26009088	10.00185645	2701312	5.001100224	1378304			afriberta:0.05073035168895032,oscar:0.001838036895809618,wiki:0.012307836425437552,glot500:0.3561041023875646,madlad400:0.5790196726022379
swc_latn	dropped	1.32578343											glot500:1.0
swe_latn	1000mb	1.020981292	1000.000073	206359552	100.0014287	20646400	10.00213429	2131968	5.002041698	1081856			oscar:0.999665954893051,bible:0.0003340451069489682
syr_syrc	10mb	1.410191627					10.00030119	2210304	5.000387087	1134592	12.16572037	2641408	madlad400:1.0
szl_latn	10mb	1.066563024					10.00078944	2886656	5.000104068	1477120	27.04153675	7593472	wiki:0.2649988850788962,nllb:0.3946050039464071,glot500:0.34039611097469674
tab_cyrl	dropped	1.932598008											webcorpora:0.020585970891168665,madlad400:0.9794140291088314
tam_latn	5mb	1.267529359							5.001157532	1298944	9.002935451	2260992	madlad400:1.0
tam_taml	1000mb	2.729099655	1000.000252	200523264	100.000618	20064256	10.00026802	2080768	5.002299193	1067008			oscar:0.3339716867035245,nllb:0.19807646379845487,bible:0.002898740156698658,glot500:0.10417164165914833,madlad400:0.3608814676821736
taq_latn	dropped	1.209249095											nllb:0.43216335771261943,bible:0.5678366422873806
tar_latn	dropped	1.349043297											americasnlp:1.0
tat_cyrl	1000mb	1.854541191	1000.000969	232933888	100.0009409	23312896	10.00066652	2400256	5.000407133	1224192			webcorpora:0.018116199834940228,oscar:0.10012565101425212,wiki:0.04695122823845855,nllb:0.12138419983658445,glot500:0.2838275029971753,madlad400:0.4295952180785893
tat_latn	dropped	1.146769274											glot500:1.0
tbz_latn	5mb	1.330093026							5.000988555	1835008	5.117530028	1868800	bible:0.4628388902180488,madlad400:0.5371611097819512
tca_latn	dropped	1.998569176											bible:0.3994527526190658,glot500:0.41140519324413144,madlad400:0.18914205413680274
tcy_knda	5mb	2.669467794							5.001919495	1153024	5.28667588	1210368	wiki:0.5560952770454576,madlad400:0.4439047229545424
tdt_latn	dropped	1.216321913											bible:0.5152559715584308,glot500:0.4847440284415692
tdx_latn	5mb	1.000930264							5.00150528	1250304	5.233422535	1303552	bible:0.7199496499877404,madlad400:0.28005035001225964
tel_latn	10mb	1.276370327					10.0018245	2678272	5.001277345	1368576	20.01763944	5266432	madlad400:1.0
tel_telu	1000mb	2.619819498	1000.002123	209365504	100.0001637	20939776	10.0010661	2165760	5.000244862	1104384			oscar:0.18594260961204603,bible:0.0029811910668021474,glot500:0.8110761993211518
tet_latn	10mb	1.400532559					10.00088853	2990592	5.000126527	1519616	96.02773112	28032512	tatoeba:6.6262925470671135e-06,wiki:0.00713763921734069,bible:0.010193375653338653,madlad400:0.9826623588367736
tgk_cyrl	1000mb	1.746052186	1000.000725	216990208	100.001168	21698048	10.00193817	2288128	5.000056168	1173504			oscar:0.09475988668184748,wiki:0.024961869736984225,nllb:0.13319249692252916,bible:0.0002852918447669187,madlad400:0.7468004548138722
tgl_latn	1000mb	1.117593432	1000.001192	245370880	100.0013113	24543232	10.00180804	2529280	5.001625658	1286656			oscar:0.22619059749128612,nllb:0.26791553282532515,bible:0.0029279848405297346,glot500:0.502965884842859
tha_thai	1000mb	2.741647235	1000.000597	205872640	100.0011699	20609536	10.00068012	2112512	5.00188092	1081344			tatoeba:3.878239019521705e-06,oscar:0.9989966446009688,bible:0.0009994771600116133
tir_ethi	100mb	1.762985532			100.0017673	22338048	10.00090453	2320896	5.001345637	1187328	252.9800443	56515072	afriberta:0.04867091929719683,tlmd:0.5052195764491941,wiki:0.0006280191172389873,nllb:0.20994448762723086,glot500:0.10085649480089837,madlad400:0.13468050270824083
tiv_latn	5mb	1.309214276							5.001265354	1693696	6.323575255	2119168	madlad400:1.0
tlh_latn	5mb	1.143065822							5.000111884	1486336	5.910164463	1741312	tatoeba:0.04893436183026623,glot500:0.0124341302692174,madlad400:0.9386315079005164
tls_latn	dropped	1.307128591											glot500:1.0
toj_latn	dropped	1.440515645											bible:0.23732237414688553,glot500:0.23251551958529146,madlad400:0.530162106267823
tok_latn	dropped	1.483108783											tatoeba:0.08739700083784074,glot500:0.9126029991621593
ton_latn	10mb	1.270386963					10.00022621	3600896	5.00029848	1825280	17.45940225	6237184	tatoeba:9.467742160787095e-06,wiki:0.014924834922413664,bible:0.1364312509991572,glot500:0.017679456396391083,madlad400:0.8309549899398773
top_latn	dropped	1.643555576											bible:0.5006151982923308,glot500:0.4993848017076692
tpi_latn	10mb	1.176877977					10.00109481	3092480	5.001541137	1567744	16.61455939	5102592	wiki:0.007388595295774747,nllb:0.4807802454997935,bible:0.31841211980856743,glot500:0.19341903939586436
tsg_latn	dropped	1.622134351											bible:0.305690652954366,madlad400:0.694309347045634
tsn_latn	100mb	1.173940296			100.0014399	30919680	10.00038506	3165184	5.001109527	1606656	101.8507767	31488512	tatoeba:8.304831070155928e-06,wiki:0.011404573497219978,nllb:0.5415069982540819,bible:0.007499666811421635,glot500:0.25727939283137435,madlad400:0.18230106377483202
tso_latn	10mb	1.207440889					10.00051357	3090432	5.001316466	1570816	71.84878845	21684224	tatoeba:4.1358183443809085e-07,wiki:0.0054533981618263465,nllb:0.5707934421208268,glot500:0.12394042727430354,madlad400:0.29981231886120885
tuc_latn	dropped	1.524772005											bible:0.5007853992866691,glot500:0.49921460071333096
tuk_latn	100mb	1.78535505			100.0004576	30660608	10.00114235	3155456	5.001327326	1615872	186.4387713	57201664	oscar:0.04239791452578485,wiki:0.023502587671814755,nllb:0.00011662509421679814,glot500:0.10301740633672775,madlad400:0.8309654663714559
tum_latn	10mb	1.20719527					10.00181855	2748928	5.001330087	1408512	36.69320969	9842688	wiki:0.15051117191414057,nllb:0.8253031481792701,glot500:0.024185679906589364
tur_latn	1000mb	1.044489573	1000.001287	186848768	100.0027149	18708992	10.00128127	1941504	5.000358199	991232			oscar:0.9996790927093326,bible:0.0003209072906673731
tvl_latn	dropped	1.440439367											tatoeba:3.081907840602282e-05,glot500:9.149413901788025e-06,madlad400:0.9999600315076922
twi_latn	10mb	1.032409918					10.00031129	3083264	5.000873868	1560576	62.78504701	18900480	wiki:0.07581948720282632,nllb:0.7735013279524109,bible:0.10404267270253742,glot500:0.04663651214222539
tyv_cyrl	10mb	1.860256075					10.00096667	2348032	5.000751845	1196032	68.39410268	15576576	webcorpora:0.499794124306245,tatoeba:7.647607211988666e-06,oscar:3.972841620558679e-05,wiki:0.06315407082759159,glot500:0.0854557580227226,madlad400:0.3515486708200233
tzh_latn	dropped	1.316327988											madlad400:1.0
tzm_tfng	dropped	1.925212613											nllb:1.0
