lang	byte_premium	original_mb	scaled_mb
aai_latn	1.175442847	1.16156	0.9881892624
aak_latn	2.277184521	2.342025	1.028473968
aau_latn	1.551029691	1.472863	0.9496033561
aaz_latn	1.680613015	1.967371	1.170627017
abk_cyrl	2.014757281	52.099327	25.85886027
abp_latn	1.331510137	1.210666	0.9092427961
abq_cyrl	1.61816775	1.246982	0.7706135533
abt_latn	1.877271377	3.760333	2.003084395
abx_latn	1.359783776	1.287791	0.9470557178
aby_latn	1.338780828	1.386609	1.035725169
acd_latn	1.710619186	1.643086	0.9605212039
ace_latn	1.241956888	90.715651	73.0425121
acf_latn	1.15712098	1.169902	1.011045535
acm_arab	1.550152569	4.06424	2.621832251
acr_latn	1.54049736	5.385722	3.496092976
acu_latn	1.435962607	1.919643	1.336833557
adj_latn	1.191613906	1.165121	0.9777672064
ady_cyrl	1.806684783	30.118938	16.67083173
aeb_arab	1.52771409	1.858873	1.216767595
aer_latn	2.347966904	2.782503	1.185069089
aeu_latn	1.872473772	1.726141	0.9218505625
aey_latn	1.196973783	1.363052	1.138748417
afb_arab	1.374141124	20.160317	14.67121291
afr_latn	1.03722598	5345.560956	5153.709083
agd_latn	1.482487257	1.446305	0.975593546
agg_latn	1.909032936	1.892206	0.991185623
agm_latn	2.530698727	2.685314	1.061095883
agn_latn	1.409972343	1.255802	0.8906571865
agr_latn	1.243886997	2.756436	2.215985863
agt_latn	1.412402002	1.331282	0.9425659254
agu_latn	1.454138191	3.554212	2.444205112
aia_latn	1.384452927	1.309675	0.9459873821
aii_syrc	1.896699504	2.102863	1.108695919
aka_latn	1.574942782	83.773659	53.19155716
ake_latn	1.375145711	1.293422	0.9405708716
akh_latn	1.974444013	2.059839	1.043250144
akp_latn	1.131448424	1.089559	0.9629771688
alp_latn	1.264327673	1.272953	1.006822066
alq_latn	1.476720532	1.400789	0.9485809736
als_latn	1.167247178	413.754199	354.4700788
alt_cyrl	1.856580455	23.914718	12.88105664
aly_latn	1.581854129	1.610049	1.017823939
ame_latn	2.212100295	2.03733	0.9209935031
amf_latn	1.169561839	1.095808	0.9369389146
amh_ethi	1.720917143	1918.499105	1114.812013
amk_latn	1.405705012	1.345745	0.9573452385
amm_latn	1.541674476	1.412634	0.9162984936
amn_latn	1.260110626	2.228809	1.768740739
amp_latn	1.463342552	1.442969	0.986077387
amr_latn	1.715478503	1.68423	0.9817843809
amu_latn	1.865289936	1.831764	0.982026421
ang_latn	1.289057339	9.69602	7.521791085
anv_latn	1.554227332	1.508094	0.9703175134
anw_latn	1.205181947	2.458757	2.040154191
any_latn	1.532182122	1.49258	0.9741531236
aoi_latn	1.434760602	1.303385	0.9084337823
aoj_latn	1.574274874	3.045082	1.934275933
aom_latn	1.767342461	1.64487	0.9307024735
aon_latn	1.789721378	1.832678	1.024001849
apb_latn	1.525677127	1.468488	0.9625155769
apc_arab	1.473448613	10.764865	7.305897813
ape_latn	1.729238189	3.605727	2.085153464
apn_latn	2.568499006	2.463168	0.9589912218
apr_latn	1.74664122	1.702283	0.9746037025
apu_latn	1.445422962	1.439123	0.9956414405
apw_latn	1.500740555	1.477467	0.984491953
apy_latn	1.501030834	4.959739	3.30422193
apz_latn	2.015894494	1.999028	0.9916332457
arb_arab	1.465017978	11617.62357	7930.021161
are_latn	1.471838358	1.360691	0.9244839915
arg_latn	1.192925647	57.223671	47.96918497
arl_latn	1.80293479	1.937608	1.074696662
arn_latn	1.340611643	2.350749	1.753489918
arq_arab	1.410136911	1.411663	1.001082228
ary_arab	1.541968925	4.015028	2.60383198
arz_arab	1.551170046	196.934662	126.9587835
asm_beng	2.526329303	950.852447	376.3770803
aso_latn	1.974631437	1.96678	0.9960238469
ast_latn	1.748880208	419.860669	240.0740011
ata_latn	1.535052913	1.818159	1.184427575
atb_latn	1.513174556	1.415176	0.93523645
atd_latn	1.562892277	1.589297	1.016894781
atg_latn	1.293442436	1.27165	0.9831515996
att_latn	1.63302096	1.6886	1.034034493
auc_latn	2.260160911	2.218304	0.9814805615
auu_latn	1.588980823	1.57363	0.9903392018
auy_latn	1.472642911	1.441588	0.9789121241
ava_cyrl	1.938794023	66.47053	34.28447231
avt_latn	1.439587667	1.502518	1.043714137
avu_latn	2.842291605	2.739484	0.9638293253
awa_deva	2.70147869	7.066323	2.615724131
awb_latn	1.357036411	1.339672	0.9872041672
aym_latn	1.213786361	38.546157	31.75695349
ayr_latn	1.097680523	31.803659	28.97351127
ayz_latn	1.350101712	1.367973	1.013236994
azb_arab	1.490422093	171.342642	114.9624947
azb_latn	1.047806907	3.982787	3.801069618
aze_arab	1.198662364	361.235634	301.3656264
aze_cyrl	1.818803281	35.813647	19.69077545
aze_grek	1.544387288	3.664425	2.372737091
aze_latn	1.29878361	4915.087868	3784.377805
aze_thaa	1.498563109	2.002517	1.336291403
azg_latn	2.008747229	2.0793	1.035122772
azj_latn	1.076115956	165.155808	153.4739887
azz_latn	1.940211652	2.004472	1.033120277
bak_cyrl	2.27194034	975.692263	429.453294
bak_latn	1.19129188	9.347874	7.846837667
bam_latn	1.256878532	16.932942	13.47221833
ban_latn	1.269543636	41.859793	32.97231527
bao_latn	1.632378688	1.559983	0.955650188
bar_latn	1.129561954	33.197205	29.38945038
bas_latn	1.358810039	1.549067	1.140017336
bba_latn	1.133009531	4.422999	3.903761512
bbb_latn	1.518513863	2.104078	1.38561659
bbc_latn	1.332303573	9.720359	7.295904027
bbr_latn	1.332104409	1.34651	1.010814161
bcc_arab	1.694173847	1.405985	0.8298941708
bch_latn	1.269173276	1.722182	1.356932133
bcl_latn	1.218848876	13.296949	10.90943206
bco_latn	2.112813421	2.35559	1.114906776
bcw_latn	1.885385477	1.77392	0.940879211
bdd_latn	1.485481475	1.391023	0.9364122161
bdh_latn	1.982537542	2.228507	1.124067995
bds_latn	1.488873397	1.381084	0.9276033831
bdv_orya	3.201673105	2.866705	0.8953771687
bef_latn	1.643180727	1.709178	1.040164342
bel_cyrl	2.007901403	5237.322528	2608.356426
bem_latn	1.155237492	41.688386	36.08642057
ben_beng	2.430759774	4501.803839	1852.015114
ben_latn	1.182569495	1.086948	0.9191409088
beo_latn	1.239311101	4.784321	3.860468123
ber_latn	1.250823658	41.405812	33.10283726
bew_cyrl	1.740538562	41.949772	24.10160448
bew_latn	1.300925888	17.337753	13.32724112
bex_latn	1.461468309	1.85937	1.272261594
bfd_latn	1.760574615	1.743354	0.9902187531
bfz_deva	2.426879386	2.295412	0.945828628
bgc_deva	2.517583598	2.455557	0.9753626461
bgg_latn	1.252087952	1.224634	0.9780734636
bgp_latn	1.288416545	8.660593	6.721889001
bgs_latn	1.408326667	1.628774	1.156531392
bgt_latn	1.43079701	1.405267	0.9821567911
bhd_deva	2.712923133	2.531161	0.9330013701
bhl_latn	1.885303193	2.231625	1.18369555
bho_deva	2.515275311	64.224622	25.5338339
bht_deva	2.730591301	2.654533	0.9721458495
bib_latn	1.161324313	1.189331	1.024116163
big_latn	1.926280542	1.595716	0.8283923163
bih_deva	2.558676782	8.078299	3.157217456
bik_latn	1.272069912	27.868905	21.90831238
bim_latn	1.081474709	3.880526	3.588180073
bis_latn	1.278963868	1.921168	1.50212844
biv_latn	1.094870974	1.088039	0.9937600191
bjk_latn	1.342236749	1.349232	1.005211637
bjn_latn	1.166394033	111.715098	95.77818031
bjp_latn	1.14522868	1.106526	0.9662052822
bjr_latn	1.71757217	2.710601	1.57815843
bjv_latn	1.298454892	1.248757	0.9617253612
bjz_latn	1.52323604	1.490057	0.9782180574
bkd_latn	1.207220406	1.083599	0.8975983131
bki_latn	1.953226212	1.975519	1.011413316
bkq_latn	1.635160339	1.572587	0.9617325974
blr_latn	1.457891248	1.357919	0.9314268138
blt_latn	2.145489246	2.107632	0.9823549589
blw_latn	1.557463829	1.55865	1.000761604
blx_latn	1.210461475	1.174503	0.9702935816
blz_latn	1.31117003	1.231236	0.9390361066
bmh_latn	1.319873831	1.379947	1.045514327
bmo_latn	1.289069964	1.272843	0.9874118826
bmr_latn	1.255431876	1.231694	0.9810918645
bmu_latn	1.687019725	2.009739	1.191295496
bno_latn	1.401492537	1.782722	1.272016763
bnp_latn	1.179531896	2.084449	1.767183242
boa_latn	1.604850175	1.465079	0.9129070257
bod_tibt	2.616914857	470.45503	179.7746796
boj_latn	1.497821764	1.364351	0.9108900891
bon_latn	1.552981646	1.542861	0.9934830872
bor_latn	1.777118237	1.663067	0.9358223698
bos_cyrl	1.148940187	2813.962442	2449.180971
bos_latn	0.9699882939	1032.782444	1064.737018
bov_latn	1.186919156	1.173755	0.98890897
box_latn	1.607517542	1.537362	0.9563578374
bpr_latn	1.114708235	1.009103	0.9052619944
bps_latn	1.105039885	1.53068	1.385180771
bpy_beng	2.330506839	28.736283	12.33048645
bqc_latn	0.976139974	7.143905	7.318525202
bqj_latn	1.07267491	1.27027	1.184207804
bqp_latn	1.011183744	3.394732	3.35718609
brb_khmr	2.689133325	1.74228	0.6478964743
bre_latn	1.01282485	181.175711	178.8815815
bru_latn	1.432764965	5.277655	3.683545542
bsb_latn	1.308722105	12.246413	9.357535077
bsc_latn	1.233455235	1.454435	1.179155075
bsn_latn	1.908568947	1.663355	0.8715194715
bss_latn	1.589474526	1.59621	1.004237548
btk_latn	1.344567008	4.782213	3.556693696
bts_latn	1.297242351	3.732684	2.87739912
btx_latn	1.298569625	5.449389	4.196455005
bua_cyrl	1.701900789	73.655981	43.27865731
bug_latn	1.22786025	13.565272	11.04789572
buk_latn	1.322353775	1.344917	1.017062926
bul_cyrl	1.812315686	9690.457568	5347.003086
bul_latn	1.206296891	3.999333	3.315380342
bus_latn	1.024221161	2.398881	2.342151374
bvd_latn	1.614701378	1.551924	0.9611213697
bvr_latn	2.064832804	1.999002	0.9681180947
bwu_latn	1.33699344	1.315755	0.9841147762
bxr_cyrl	1.588863716	45.095793	28.38241729
byr_latn	1.905983863	2.147162	1.126537345
byx_latn	1.750899408	1.808182	1.032716095
bzd_latn	1.353377066	2.116678	1.563997243
bzh_latn	1.356307284	1.367106	1.007961851
bzi_thai	3.705172453	2.995512	0.8084676322
bzj_latn	1.344214257	1.07537	0.7999989544
caa_latn	1.82887934	2.772324	1.515859433
cab_latn	1.361783731	5.730966	4.208425956
cac_latn	1.429992457	5.210732	3.643887752
caf_latn	1.363054559	1.360348	0.9980143429
cak_latn	1.82231949	16.456127	9.030319376
cam_latn	1.28308153	1.205459	0.9395030416
cao_latn	1.418806427	1.393868	0.9824229532
cap_latn	1.67787022	1.685429	1.004504985
car_latn	1.212760851	1.133318	0.9344942155
cat_latn	1.092622079	4214.149439	3856.914041
cav_latn	1.81569107	1.701477	0.9370960887
cax_latn	1.441953327	1.429553	0.9914003271
cbc_latn	2.195497246	1.993977	0.9082120251
cbi_latn	1.348053759	1.747114	1.296026949
cbk_latn	1.455178167	3.07709	2.114579554
cbr_latn	1.663223698	1.830355	1.100486364
cbs_latn	1.378450778	1.380831	1.001726737
cbt_latn	1.520714955	1.773773	1.166407284
cbu_latn	1.629889603	3.37416	2.070177019
cbv_latn	1.989972801	1.846166	0.9277342882
cce_latn	1.276399042	1.191478	0.933468266
cco_latn	2.631452995	2.551058	0.9694484396
cdo_latn	1.252225653	2.100038	1.677044385
ceb_latn	1.113380333	668.38647	600.3217859
cek_latn	1.164782519	4.510635	3.872512616
ces_latn	1.035849214	8247.965087	7962.515178
cfm_latn	1.323887964	20.746599	15.67096277
cgc_latn	1.465406505	1.42804	0.9745009287
cha_latn	1.005929007	1.931803	1.920416835
chd_latn	1.383250669	1.452797	1.050277461
che_cyrl	1.831603287	171.739169	93.76439221
chf_latn	1.352122237	1.392617	1.02994904
chk_latn	1.162135723	4.215342	3.627237264
chm_cyrl	1.756255296	96.436803	54.91046957
chq_latn	1.535238052	1.527828	0.9951733531
chr_cher	1.74952435	2.493765	1.425395994
chv_cyrl	1.796969484	516.13299	287.2241262
chz_latn	1.9199904	1.78604	0.9302338178
cje_latn	1.61054833	1.618658	1.005035347
cjk_latn	1.170350075	14.447754	12.34481401
cjo_latn	1.661662591	1.645196	0.990090292
cjv_latn	1.467756166	1.592553	1.08502559
ckb_arab	1.651286029	1589.300096	962.4620251
cko_latn	1.25332221	1.192705	0.9516347755
ckt_cyrl	0.7	3.816905	5.452721429
cle_latn	2.256951841	2.117355	0.9381480639
clu_latn	1.34051336	1.268602	0.9463553575
cme_latn	1.257696967	1.215353	0.9663321387
cmn_hani	0.9156280335	2.236898	2.443020439
cmn_hans	0.825935407	13.07285	15.82793266
cmn_hant	0.826207401	6.583084	7.967834701
cmo_khmr	3.902383946	3.07295	0.7874545515
cmo_latn	1.615725355	1.55597	0.9630163909
cnh_latn	1.323849924	48.340028	36.51473413
cni_latn	1.404269617	1.800581	1.282218869
cnl_latn	2.15867523	2.051043	0.9501396836
cnt_latn	1.985593472	1.959262	0.9867387396
coe_latn	1.824925145	1.640786	0.8990976997
cof_latn	1.472373203	1.40556	0.9546221007
cok_latn	2.194162419	2.53409	1.154923618
con_latn	1.25011314	1.497194	1.197646799
cop_copt	2.137464287	5.937759	2.777945361
cor_latn	1.215014217	8.645504	7.115557889
cos_latn	1.176702158	548.927153	466.4962575
cot_latn	1.756531279	1.702217	0.9690786725
cou_latn	1.137478001	1.296538	1.139835671
cpa_latn	1.764752806	1.663529	0.9426413684
cpb_latn	1.225128568	1.230799	1.004628438
cpc_latn	1.229322758	1.237682	1.006799876
cpu_latn	1.278553633	1.289087	1.008238502
cpy_latn	1.386758754	1.767604	1.274629776
cre_latn	1.313918346	1.344563	1.023323104
crh_cyrl	1.89497331	12.019329	6.342743158
crh_latn	1.312089034	63.241917	48.19940978
crj_cans	2.443073301	2.384748	0.9761262583
crl_cans	2.600738269	2.544618	0.9784214084
crn_latn	2.661317456	2.590281	0.9733077856
crs_latn	1.319917177	6.229374	4.719518851
crx_latn	1.361374597	1.565219	1.149734249
csb_latn	1.182431569	3.502163	2.961831443
cso_latn	2.296710932	2.155356	0.9384533203
csy_latn	1.056389568	1.783092	1.687911405
cta_latn	2.345461818	2.343727	0.9992603512
ctd_latn	1.295581309	52.957606	40.87555573
cth_latn	1.103364495	4.213899	3.819135942
ctp_latn	2.204445613	2.25439	1.022656212
ctu_latn	1.548170328	4.233903	2.734778547
cub_latn	1.779392471	1.783198	1.002138668
cuc_latn	1.758112957	1.614642	0.9183949152
cui_latn	2.207405545	2.081104	0.9427828089
cuk_latn	1.313505977	6.098455	4.642883327
cul_latn	2.035267765	1.76017	0.8648346081
cut_latn	1.408136957	1.372775	0.9748874164
cux_latn	1.969431556	2.022879	1.027138513
cwe_latn	1.03854769	1.787918	1.721555993
cya_latn	1.283022102	1.249634	0.9739769861
cym_latn	1.026556848	1863.765062	1815.549783
daa_latn	1.153978195	1.118338	0.9691153653
dad_latn	1.069127563	1.049906	0.9820212633
daf_latn	2.131939841	2.154262	1.010470351
dah_latn	1.541128203	1.636681	1.062001848
dan_latn	1.021065783	7787.480901	7626.816051
dao_latn	1.048757743	1.028084	0.9802873989
dar_cyrl	2.015493724	38.286045	18.99586416
ded_latn	1.164485383	1.473957	1.265758267
des_latn	1.60089598	1.593787	0.9955593742
deu_latn	1.053648018	9747.756425	9251.435262
dgc_latn	1.274101163	1.160796	0.9110705129
dgr_latn	1.444737263	1.653478	1.144483528
dgz_latn	1.227818793	1.158135	0.9432458654
did_latn	1.515572215	1.453856	0.9592786049
dif_latn	1.238282554	1.131483	0.9137518706
dig_latn	1.05197824	4.016809	3.818338486
dik_latn	1.123839426	13.359449	11.887329
din_latn	1.241578901	15.218705	12.25754158
diq_latn	0.9584231474	37.828537	39.46955695
div_thaa	1.997934845	1334.076851	667.7279062
djk_latn	1.403510777	3.030506	2.15923244
djr_latn	2.670320678	2.752579	1.030804661
dnj_latn	1.859166648	1.895052	1.019301848
dob_latn	1.466231629	1.338552	0.9129198781
dop_latn	1.791593365	3.971735	2.216873024
dov_latn	0.989047107	8.394066	8.48702346
dsb_latn	1.140810566	2.572046	2.254577646
dso_orya	3.006134717	2.985639	0.9931820364
dtp_latn	1.305739422	2.987336	2.287850048
dty_deva	2.580265472	4.883121	1.892487829
dud_latn	1.498276611	1.4944	0.99741262
due_latn	1.304834175	1.201407	0.9207353877
duo_latn	1.423887454	1.379039	0.9685028098
dwr_ethi	1.475749126	1.411039	0.9561509983
dwr_latn	1.156193001	1.109262	0.9594090252
dww_latn	1.379753606	1.34679	0.9761090633
dyi_latn	1.359226075	5.479579	4.031396322
dyu_latn	1.15445855	14.219491	12.31702169
dzo_tibt	3.261842241	56.919097	17.44998464
ebk_latn	1.311464881	1.296558	0.988633412
egl_latn	1.214414268	1.642139	1.352206609
ekk_latn	0.993591004	62.468871	62.87181622
ell_grek	1.967262375	12838.69513	6526.173274
ell_latn	1.238882746	505.596764	408.1070348
emi_latn	1.326659962	1.301852	0.9813004367
eml_latn	1.281032842	4.868428	3.800392809
emp_latn	1.370585815	2.245797	1.638567228
ena_latn	2.267600741	2.817027	1.24229409
eng_latn	1	10713.46718	10713.46718
enq_latn	1.438529405	2.67935	1.862561857
epo_latn	0.9954937917	1443.197376	1449.730162
eri_latn	1.49150648	1.531425	1.026763893
ese_latn	2.03681973	2.090704	1.0264551
esk_latn	1.207151837	1.21272	1.004612645
est_latn	0.9677856419	2755.308737	2847.023781
eus_latn	1.059583723	4356.307022	4111.338187
evn_cyrl	1.880011284	4.714583	2.507741863
ewe_latn	1.078257744	72.611321	67.34133968
ext_latn	1.216909349	3.363687	2.764122901
faa_latn	1.675890837	1.756555	1.048132111
fai_latn	1.458019245	1.435452	0.9845219841
fao_latn	1.155644359	495.745285	428.9773764
far_latn	1.456149574	1.378336	0.9465621009
fas_arab	1.590775443	2619.356617	1646.591057
fij_latn	1.210673556	46.335028	38.2721071
fil_latn	1.328161865	4214.647913	3173.293877
fin_latn	1.05886439	7377.156552	6967.045658
fip_latn	1.278028827	5.881536	4.602037039
flr_latn	1.241960184	4.733624	3.811413652
fon_latn	1.541191249	65.528382	42.5180081
for_latn	1.27837078	1.235577	0.9665247511
fra_latn	1.173979035	9812.928836	8358.691719
frd_latn	1.3762634	1.369751	0.995268057
frp_latn	1.189308553	3.237631	2.722280094
frr_latn	1.169852216	7.058791	6.033916853
fry_latn	1.23134294	637.59917	517.8079553
fuh_latn	1.029571895	2.003898	1.946341008
ful_latn	1.258383084	31.599454	25.11115605
fur_latn	1.067269167	22.760207	21.3256484
fuv_arab	1.964099106	1.804474	0.9187285888
fuv_latn	1.110831498	24.104509	21.69951882
gag_latn	1.236979087	6.206984	5.017856862
gah_latn	1.496886928	1.464992	0.9786924935
gai_latn	1.635224338	1.707762	1.044359456
gam_latn	1.184715778	1.193269	1.00721964
gan_hant	0.7487619733	2.313139	3.089284823
gaq_orya	3.335686041	3.130243	0.9384105583
gaw_latn	1.456791845	1.431897	0.9829111859
gaz_latn	1.332217666	107.56195	80.73902089
gbm_deva	2.514509755	1.138826	0.4529018024
gde_latn	1.39632237	1.33243	0.9542423932
gdg_latn	1.223016617	1.187155	0.9706777353
gdn_latn	1.824417728	1.734595	0.9507663587
gdr_latn	1.651514251	1.623127	0.9828113799
geb_latn	1.694386414	1.756187	1.036473726
gfk_latn	1.371998354	4.253378	3.100133457
ghs_latn	1.218669288	1.195527	0.9810101984
gla_latn	0.9936126744	604.123529	608.0070681
gle_latn	1.975875656	2114.061315	1069.936414
glg_latn	1.059078607	2020.886028	1908.154894
glk_arab	1.682310821	170.445111	101.3160641
glv_latn	1.224310206	8.676007	7.086445053
gmv_ethi	1.373756028	1.346965	0.9804979724
gmv_latn	0.970871523	1.872328	1.928502336
gng_latn	1.168627003	1.121118	0.9593463074
gnn_latn	2.870096684	4.735741	1.650028386
gnw_latn	1.287394574	1.180645	0.9170809197
gof_ethi	1.352241092	1.280945	0.9472756061
gom_deva	1.736906273	22.832395	13.14543873
gom_latn	1.2133745	13.954135	11.50027053
gor_latn	1.174690305	2.030224	1.728305743
gqr_latn	1.350193138	1.332137	0.9866269962
grc_grek	1.76699504	432.226055	244.6107913
gri_latn	1.441311056	5.324612	3.694283741
grn_latn	0.992314188	63.486178	63.97790011
gsw_latn	1.142566025	164.298866	143.7981372
gub_latn	1.714577953	5.884464	3.432018935
guc_latn	1.823976595	1.619422	0.8878524014
gug_latn	1.347975623	1.025999	0.7611406191
guh_latn	2.338341981	2.132329	0.9118978393
gui_latn	1.269168705	1.177944	0.9281224753
guj_cyrl	1.82540304	1.960861	1.074207152
guj_deva	2.283611901	10.604597	4.643782507
guj_gujr	2.162862919	5494.165279	2540.228153
guj_latn	1.190454087	131.062808	110.0948028
gul_latn	1.189881374	1.182938	0.9941646502
gum_latn	1.442243606	1.720376	1.192847029
gun_latn	1.109206647	4.486312	4.044613339
guo_latn	1.738117986	1.674305	0.9632861598
gup_latn	1.700882266	3.08028	1.810989544
gux_latn	0.988564833	1.91531	1.937465239
gvc_latn	1.608582661	1.730884	1.076030497
gvf_latn	1.34900688	1.422688	1.054618787
gvn_latn	1.464604238	1.772122	1.209966456
gvr_deva	2.755669585	4.345162	1.576808056
gvs_latn	1.361207744	1.699496	1.248520667
gwi_latn	1.49886174	1.548379	1.033036576
gwr_latn	1.268286439	1.235602	0.9742294501
gym_latn	1.896043519	1.573674	0.8299777849
gyr_latn	1.282994674	1.252935	0.9765706946
hak_latn	1.201770952	2.099088	1.746662287
hat_latn	0.9657950702	815.47744	844.358669
hau_latn	1.176529442	1320.928333	1122.732918
haw_latn	1.114669379	325.768208	292.2554563
hbo_hebr	1.349251405	3.555727	2.635333183
hbs_cyrl	1.962529037	1406.130142	716.4888343
hbs_latn	1.239772296	5210.644887	4202.904761
hch_latn	1.280574158	1.772014	1.383765234
heb_hebr	1.355477183	8753.963151	6458.215055
heg_latn	1.494340701	1.765615	1.181534438
hif_latn	1.281123121	56.143356	43.82354442
hil_latn	1.351057958	49.548596	36.67392336
hin_deva	2.370151128	7587.397624	3201.229464
hin_latn	1.255306654	199.395207	158.8418307
hix_latn	2.224719435	1.96224	0.8820168373
hla_latn	1.409375786	1.339304	0.9502816873
hlt_latn	1.047852621	6.123932	5.844268437
hmn_latn	1.18983824	462.093487	388.3666462
hmo_latn	1.311302599	2.264796	1.727134532
hne_deva	2.165410702	19.126592	8.832777997
hns_latn	1.190112226	1.208066	1.015085782
hop_latn	1.222847478	1.180204	0.9651277213
hot_latn	1.314911659	1.226868	0.933042149
hoy_deva	2.565376791	2.404987	0.9374790512
hre_latn	1.083881511	4.377397	4.038630566
hrv_latn	0.989672823	7203.40102	7278.568081
hsb_latn	1.124658236	12.316524	10.95134825
hto_latn	1.464649951	1.573956	1.07462947
hub_latn	1.353050216	1.269139	0.9379836646
hui_latn	1.405387305	2.517985	1.791666248
hun_latn	1.01995535	7359.247069	7215.263954
hus_latn	1.60400448	2.95575	1.842731761
huu_latn	1.37724852	1.2793	0.9288810127
huv_latn	1.370510388	1.377986	1.005454619
hvn_latn	1.346511296	1.25236	0.9300776041
hwc_latn	1.194105278	5.096856	4.268347267
hye_armn	1.724226492	1931.734637	1120.348542
ian_latn	1.434534068	1.476601	1.029324457
iba_latn	1.298224214	27.537421	21.21160636
ibl_latn	1.572169779	1.480134	0.9414593893
ibo_latn	1.345020968	565.408935	420.3718368
ido_latn	1.17576321	32.515966	27.65519938
ifa_latn	1.226774245	4.478715	3.650806184
ifb_latn	1.268318438	4.790412	3.776978917
ifk_latn	1.138136271	4.228534	3.715314333
ifu_latn	1.374636008	1.270431	0.9241944723
ify_latn	1.263445407	4.604693	3.644552408
ign_latn	1.892009326	1.754298	0.9272142457
ikk_latn	1.353598775	1.354798	1.000885953
iku_cans	2.158751414	165.044775	76.45381211
ikw_latn	1.087803707	1.048338	0.9637198267
ile_latn	1.214615138	4.267199	3.513210783
ilo_latn	1.07650844	111.26278	103.3552324
imo_latn	1.703780485	1.709878	1.003578815
ina_latn	1.238452493	27.232624	21.98923588
inb_latn	1.55175196	1.521952	0.9807959257
ind_latn	1.178746238	7820.134052	6634.281241
inh_cyrl	1.700418497	17.138839	10.07918876
ino_latn	1.694317844	1.700086	1.003404412
iou_latn	1.594123563	2.435511	1.527805659
ipi_latn	1.949781719	1.918151	0.9837773025
iqw_latn	1.405988435	5.50015	3.911945407
isd_latn	1.391897328	1.795075	1.289660497
isl_latn	1.154319145	2652.490757	2297.883362
iso_latn	1.483217547	14.130347	9.526820278
ita_latn	1.066886932	10156.691	9519.93196
ium_latn	1.350416571	7.370635	5.458045436
ivb_latn	1.375458847	2.972082	2.16079311
ivv_latn	1.172320633	1.300968	1.109737356
iws_latn	2.104932459	2.304686	1.094897839
ixl_latn	1.51161802	5.761184	3.811269728
izz_latn	1.380336449	5.440954	3.941759275
jaa_latn	1.258270668	1.164298	0.9253160148
jac_latn	1.563216841	1.519075	0.9717621767
jae_latn	1.18410322	2.713122	2.291288423
jam_latn	1.153345444	1.092464	0.9472131748
jav_latn	1.146845795	564.409664	492.1408499
jbo_latn	1.284031149	5.32854	4.149852598
jib_latn	1.317599598	1.309775	0.9940614751
jic_latn	1.719037279	1.652837	0.9614899108
jiv_latn	1.195849238	1.199886	1.003375645
jpn_jpan	1.321973899	13589.55813	10279.74769
juy_orya	3.679893031	2.904963	0.789415066
jvn_latn	1.30806153	1.392241	1.064354366
kaa_cyrl	1.920886208	2958.875197	1540.369849
kaa_latn	1.22736123	225.045941	183.3575443
kab_latn	1.028599141	47.612545	46.28872718
kac_latn	1.345469973	18.905562	14.0512701
kal_latn	1.341175059	197.381416	147.1705089
kam_latn	1.217599867	5.57628	4.579731119
kan_knda	2.641985282	8328.490446	3152.360652
kan_latn	1.227726425	1.118573	0.911093039
kaq_latn	1.221220086	1.232088	1.008899226
kas_arab	1.776246006	5.514733	3.1047124
kas_deva	2.525878379	17.920067	7.094588224
kat_geor	4.338956454	5802.380019	1337.275467
kat_latn	1.200493595	7.791251	6.490039623
kaz_cyrl	1.764638392	3474.276616	1968.832046
kbc_latn	1.770160682	1.832139	1.03501282
kbd_cyrl	1.783468787	70.578252	39.57358409
kbh_latn	1.654403328	1.765258	1.067005832
kbm_latn	1.56442367	1.532427	0.9795473115
kbo_latn	1.918587004	2.288615	1.192864851
kbp_latn	1.441209593	23.276693	16.15080354
kbq_latn	1.259916345	5.346416	4.243469038
kde_latn	1.227242806	1.174523	0.9570420737
kdl_latn	1.161322027	1.223675	1.053691372
kea_latn	0.781652324	12.69672	16.24343664
kek_latn	1.44524468	6.916566	4.785740502
