lang	byte_premium	original_mb	scaled_mb
tgk_cyrl	1.746052186	2252.041533	1289.790507
tgl_latn	1.117593432	1243.618227	1112.764438
tgo_latn	1.307213549	1.762189	1.348049828
tgp_latn	1.2281205	1.213252	0.987893289
tha_thai	2.741647235	13137.65024	4791.882076
tif_latn	2.284260931	2.183002	0.9556710314
tim_latn	1.512091152	1.515176	1.00204012
tir_ethi	1.762985532	478.3916	271.353106
tiv_latn	1.309214276	9.404572	7.183371104
tiy_latn	1.375733126	1.323354	0.9619263904
tku_latn	1.406166716	1.36912	0.9736541083
tlf_latn	2.250913122	1.997162	0.887267474
tlh_latn	1.143065822	7.173256	6.275453139
tlj_latn	1.337494	1.301182	0.9728507193
tls_latn	1.307128591	4.49311	3.437389427
tmd_latn	1.700697127	1.722401	1.012761751
tna_latn	1.426591392	1.311003	0.918975824
tnk_latn	1.602742794	1.527959	0.9533401153
tnn_latn	1.609176933	1.570046	0.9756826411
tnp_latn	1.747941761	1.723201	0.985845775
toc_latn	2.39523668	2.493202	1.040900058
tod_latn	1.440875687	1.700925	1.180480048
tof_latn	1.468078444	1.577868	1.07478453
toj_latn	1.440515645	4.67053	3.2422626
tok_latn	1.483108783	2.050464	1.382544574
ton_latn	1.270386963	25.619334	20.16655928
too_latn	1.552499371	1.521284	0.9798934727
top_latn	1.643555576	1.593803	0.9697286926
tos_latn	2.274268017	2.379433	1.046241244
tpi_latn	1.176877977	20.013992	17.00600435
tpp_latn	1.263763114	1.272406	1.006839008
tpt_latn	1.488084844	1.399684	0.9405942179
tpu_khmr	2.976336541	2.473349	0.8310044801
tpz_latn	1.73930653	1.665671	0.957663857
trc_latn	2.568764143	2.228267	0.8674470975
trq_latn	1.966921899	1.886612	0.959169757
tsg_latn	1.622134351	4.086198	2.519025627
tsn_latn	1.173940296	125.472393	106.8814091
tso_latn	1.207440889	93.436501	77.38391324
tsw_latn	1.220977806	1.290011	1.05653927
ttc_latn	1.388016274	1.349324	0.9721240487
tte_latn	1.333107815	2.354486	1.766163227
ttq_latn	1.181582135	1.181086	0.9995801096
ttq_tfng	1.65913922	1.618898	0.9757457243
tuc_latn	1.524772005	4.296703	2.817931459
tue_latn	1.411650019	1.369513	0.97015052
tuf_latn	1.591888185	1.525897	0.958545339
tuk_latn	1.78535505	359.735499	201.492414
tum_latn	1.20719527	45.620937	37.79085134
tuo_latn	1.701291399	2.277147	1.338481463
tur_latn	1.044489573	8973.604003	8591.377292
tvk_latn	1.42093895	1.413006	0.9944171071
tvl_latn	1.440439367	7.243653	5.028780221
tvt_latn	1.18660602	1.170104	0.9860930926
twi_latn	1.032409918	66.524882	64.4365003
txq_latn	1.605273022	1.880185	1.17125559
txu_latn	2.019293273	1.99534	0.9881377939
tyv_cyrl	1.860256075	138.4909	74.44722362
tzh_latn	1.316327988	5.153987	3.915427651
tzj_latn	1.464759663	2.955413	2.017677763
tzm_tfng	1.925212613	5.286312	2.745832831
tzo_latn	1.487549999	15.40079	10.35312427
ubr_latn	1.242831021	1.477621	1.188915448
ubu_latn	2.007174693	4.814887	2.398838037
udm_cyrl	1.740439775	99.342891	57.07918909
udu_latn	1.557182693	2.287917	1.469266908
uig_arab	2.308625158	1015.650217	439.9372559
uig_cyrl	1.959198647	8.973806	4.580345139
uig_latn	1.191355626	9.677121	8.122781132
ukr_cyrl	1.751370357	11955.95247	6826.627171
uli_latn	1.234668922	1.216211	0.9850503065
umb_latn	1.167261104	19.204714	16.45280044
unx_orya	3.197666339	2.963371	0.9267292725
upv_latn	1.345678956	1.3122	0.9751211417
ura_latn	1.59449384	1.616189	1.013606299
urb_latn	1.853351923	1.866992	1.00735968
urd_arab	1.707950617	3287.032958	1924.548008
urd_deva	2.522705767	17.374703	6.887328371
urd_latn	1.287511143	4.782185	3.7142863
urt_latn	1.580318164	1.584256	1.002491799
ury_latn	1.684132934	1.587862	0.9428364994
usa_latn	1.668403008	1.702101	1.020197753
usp_latn	1.422481772	1.340679	0.9424929207
uvh_latn	2.07885534	2.142654	1.030689322
uvl_latn	1.343982995	1.385417	1.030829263
uzb_cyrl	1.980686782	1092.253232	551.4517702
uzb_latn	1.229496706	3462.575814	2816.254648
uzn_cyrl	2.010315146	430.055222	213.9242809
uzn_latn	1.645764497	245.094293	148.9242801
var_latn	1.636154602	1.701336	1.039838166
vec_latn	0.9963413972	161.266676	161.8588532
ven_latn	1.300531185	17.067912	13.12380064
vep_latn	1.173646093	8.475814	7.2217801
vid_latn	1.050227423	1.853784	1.765126257
vie_latn	1.349331266	9599.377619	7114.174155
viv_latn	1.52287262	1.571762	1.032103394
vls_latn	1.208907177	10.736282	8.880981271
vmy_latn	1.268885283	1.258508	0.9918217327
vol_latn	1.129514541	25.440637	22.52351437
vro_latn	1.247054415	3.100213	2.486028647
waj_latn	1.694068707	1.665344	0.983043954
wal_latn	1.092203607	4.852626	4.442968297
wap_latn	1.630819867	1.657874	1.016589283
war_latn	1.093149717	218.188416	199.5960961
wbi_latn	1.121846358	1.065073	0.9493929293
wbp_latn	2.336275742	2.872577	1.229553921
wer_latn	1.274569724	1.256649	0.9859397853
wib_latn	1.635962607	1.401273	0.8565434161
wim_latn	2.115023657	2.069823	0.97862877
wiu_latn	1.399355443	1.384609	0.9894619747
wiv_latn	1.282249549	1.384778	1.079959826
wln_latn	1.218380386	128.766693	105.6867744
wnc_latn	1.491668762	2.01079	1.348013749
wnu_latn	1.265831638	1.253198	0.9900194958
wob_latn	1.393463007	1.489714	1.069073232
wol_latn	1.078647211	41.37298	38.35635932
wos_latn	1.609531211	1.69251	1.051554632
wrk_latn	1.446979427	1.728077	1.194265079
wrs_latn	1.508162099	1.752513	1.162018991
wsk_latn	1.295195538	1.988319	1.535149668
wuu_hani	0.7	19.045194	27.20742
wuv_latn	1.076656534	1.051397	0.9765389117
xal_cyrl	1.723396561	11.424991	6.629345363
xav_latn	2.368366437	4.781153	2.018755597
xed_latn	1.283204955	1.270242	0.9898979855
xho_latn	1.198781752	604.813243	504.5232313
xla_latn	1.626680533	1.871933	1.150768674
xmf_geor	2.509423461	14.667849	5.845107144
xnj_latn	1.075634843	1.068155	0.9930461131
xnn_latn	1.21520651	1.257636	1.034915456
xon_latn	1.071506937	1.043506	0.9738677035
xrb_latn	1.256803273	1.268369	1.009202496
xsb_latn	1.356455852	1.299679	0.9581432363
xsi_latn	1.750293708	2.123873	1.213438059
xsm_latn	1.471020091	1.425306	0.9689235441
xsr_deva	3.180832438	2.768642	0.8704142874
xtc_latn	1.253107358	1.209672	0.9653378797
xtd_latn	1.474492012	1.504742	1.020515532
xtm_latn	1.546254943	1.489218	0.9631128468
xtn_latn	1.418406436	2.449046	1.726617941
xuo_latn	1.626650819	1.521185	0.9351638239
yaa_latn	1.480057599	1.518498	1.025972233
yad_latn	1.530422162	1.445073	0.9442316218
yal_latn	1.082249549	3.990568	3.687290056
yam_latn	1.467157322	1.501421	1.023353786
yao_latn	1.192905305	1.98288	1.662227498
yap_latn	1.396850358	3.960047	2.834982987
yaq_latn	1.598665173	1.634984	1.02271822
yby_latn	1.510036342	1.501296	0.9942118333
ycn_latn	1.84232589	1.835499	0.9962944178
ydd_hebr	1.806848485	221.096794	122.3659847
yid_hebr	1.546105069	753.298387	487.2232826
yka_latn	1.33714658	1.334575	0.9980768152
yle_latn	1.704939316	1.477748	0.8667452185
yml_latn	1.556743846	1.561361	1.002965905
yom_latn	1.069463555	1.479097	1.383027026
yon_latn	1.392247034	1.876909	1.348114921
yor_latn	1.374948177	737.372958	536.2914545
yrb_latn	1.098667459	1.111956	1.012095144
yre_latn	1.3843775	1.386149	1.001279637
yss_latn	1.269653265	2.602211	2.049544605
yua_latn	1.241346656	16.009527	12.89690267
yue_hant	0.862461402	75.615892	87.67452297
yuj_latn	1.647962332	1.658497	1.006392542
yut_latn	1.34417499	1.659891	1.234877164
yuw_latn	1.605417019	1.548326	0.9644385114
yva_latn	1.506278714	1.428654	0.9484659026
zaa_latn	1.433530662	1.568775	1.094343527
zab_latn	1.12030125	1.095806	0.9781351221
zac_latn	1.495325821	1.534244	1.026026555
zad_latn	1.219053279	1.217647	0.9988464171
zae_latn	1.434531782	1.423813	0.9925280275
zai_latn	1.054833032	1.515022	1.436267119
zaj_latn	1.036017462	1.024539	0.9889205902
zam_latn	2.041125917	2.118159	1.037740485
zao_latn	1.16763274	1.125645	0.9640402855
zap_latn	1.075680556	11.956134	11.11494852
zar_latn	1.59449384	1.87315	1.174761516
zas_latn	1.140188796	1.163661	1.020586243
zat_latn	1.390322507	1.663316	1.196352639
zav_latn	1.640193367	1.633455	0.995891724
zaw_latn	1.133377523	1.13682	1.003037361
zca_latn	1.183223241	1.221734	1.032547331
zea_latn	1.186593115	4.684755	3.948071956
zho_hans	0.9359663918	16276.33325	17389.86933
zho_hant	0.989382544	187.177291	189.1859647
zho_latn	1.216752869	5.781584	4.751650191
zia_latn	1.387748851	1.352681	0.9747304053
zlm_latn	1.140833352	4.831281	4.234870055
zne_latn	1.323637271	2.537563	1.91711359
zos_latn	1.378286211	1.405207	1.019532075
zpc_latn	1.612095724	1.600507	0.9928113921
zpg_latn	1.202658225	1.142567	0.9500346618
zpi_latn	1.075680556	1.04005	0.9668762666
zpl_latn	1.378267925	1.413372	1.025469703
zpm_latn	1.315341364	1.272624	0.9675237431
zpo_latn	1.120449818	1.078026	0.9621367978
zpq_latn	1.420152682	1.419439	0.9994974611
zpt_latn	1.348632031	1.253512	0.9294692482
zpu_latn	1.441784188	1.439027	0.9980876555
zpv_latn	1.717796165	1.710949	0.9960139828
zpz_latn	1.401092546	1.371442	0.9788375535
zsm_latn	1.143822408	1002.98148	876.8681858
zsr_latn	1.568343581	1.523604	0.9714733547
ztq_latn	1.081481566	1.000752	0.9253528044
zty_latn	1.413787113	1.699926	1.202391778
zul_latn	1.163840155	950.952496	817.0817028
zyp_latn	1.254010194	1.203581	0.9597856586
zza_latn	1.199780688	59.441918	49.54398632
